description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
magic shield + jewel + crushed gem + perfect saphire -> sorceress shield	1			1				sor	4	"shld,mag"	jew	ggg	gbb				"usetype,crf"		100		ac%			40	120	skill		56	2	4	skill		53	2	4	block			10	20																																																																0
magic armor + jewel + crushed gem + perfect saphire -> sorceress armor	1			1				sor	4	"tors,mag"	jew	ggg	gbb				"usetype,crf"		100		ease			-40	-40	thorns			50	150	ac%			75	150																																																																					0
magic amulet + jewel + crushed gem + perfect saphire -> sorceress amulet	1			1				sor	4	"amul,mag"	jew	ggg	gbb				"usetype,crf"		100		sor			1	3	enr			15	30	res-all			10	20	cast1			10	20																																																																0
magic ring + jewel + crushed gem + perfect saphire -> sorceress ring	1			1				sor	4	"ring,mag"	jew	ggg	gbb				"usetype,crf"		100		sor			1	2	enr			10	20	hp			30	90																																																																					0
magic sorceress weap + jewel + crushed gem + perfect saphire -> sorceress weapon	1			1				sor	4	"mana,mag"	jew	ggg	gbb				"usetype,crf"		100		res-all			10	20	cast1			10	20	mana			25	75																																																																					0
magic weap + jewel + crushed gem + perfect saphire -> sorceress weapon	1			1				sor	4	"weap,mag"	jew	ggg	gbb				"usetype,crf"		100		res-all			10	15	cast1			10	20	mana			20	60																																																																					0
magic helm + jewel + holy symbol + perfect diamond -> paladin helm	1			1				pal	4	"helm,mag"	jew	hly	gwb				"usetype,crf"		100		ac%			40	120	crush			10	20	light			1	3																																																																					0
magic boots + jewel + holy symbol + perfect diamond -> paladin boots	1			1				pal	4	"boot,mag"	jew	hly	gwb				"usetype,crf"		100		move1			10	30	stamdrain			15	45	ac%			25	75																																																																					0
magic gloves + jewel + holy symbol + perfect diamond -> paladin gloves	1			1				pal	4	"glov,mag"	jew	hly	gwb				"usetype,crf"		100		str			10	20	dex			10	20	swing1			10	20	sock		1	1	1																																																																0
magic belt + jewel + holy symbol + perfect diamond -> paladin belt	1			1				pal	4	"belt,mag"	jew	hly	gwb				"usetype,crf"		100		str			10	20	balance1			10	20	hp%			10	20																																																																					0
magic shield + jewel + holy symbol + perfect diamond -> paladin shield	1			1				pal	4	"shld,mag"	jew	hly	gwb				"usetype,crf"		100		res-all			20	30	block			10	20	skill		118	2	4																																																																					0
magic armor + jewel + holy symbol + perfect diamond -> paladin armor	1			1				pal	4	"tors,mag"	jew	hly	gwb				"usetype,crf"		100		ac%			100	200	res-all			10	20																																																																										0
magic amulet + jewel + holy symbol + perfect diamond -> paladin amulet	1			1				pal	4	"amul,mag"	jew	hly	gwb				"usetype,crf"		100		pal			1	3	dex			10	20	str			10	20	res-all			10	20																																																																0
magic ring + jewel + holy symbol + perfect diamond -> paladin ring	1			1				pal	4	"ring,mag"	jew	hly	gwb				"usetype,crf"		100		pal			1	2	dex			5	15	str			5	15	regen			5	15																																																																0
magic paladin weap + jewel + holy symbol + perfect diamond -> paladin weapon	1			1				pal	4	"bedg,mag"	jew	hly	gwb				"usetype,crf"		100		dmg%			125	250	swing1			20	40	att%			50	150																																																																					0
magic weap + jewel + holy symbol + perfect diamond -> paladin weapon	1			1				pal	4	"weap,mag"	jew	hly	gwb				"usetype,crf"		100		dmg%			100	200	swing1			15	30	att%			25	75																																																																					0
magic helm + jewel + ore + perfect topaz -> druid helm	1			1				dru	4	"helm,mag"	jew	ttt	gyb				"usetype,crf"		100		enr			10	20	vit			10	20	cast1			10	20	swing1			10	20																																																																0
magic boots + jewel + ore + perfect topaz -> druid boots	1			1				dru	4	"boot,mag"	jew	ttt	gyb				"usetype,crf"		100		move1			10	30	gethit-skill		232	10	3	regen-stam			15	45																																																																					0
magic gloves + jewel + ore + perfect topaz -> druid gloves	1			1				dru	4	"glov,mag"	jew	ttt	gyb				"usetype,crf"		100		skill		238	2	6	skill		235	2	4	skill		250	2	4	skill		225	2	6																																																																0
magic belt + jewel + ore + perfect topaz -> druid belt	1			1				dru	4	"belt,mag"	jew	ttt	gyb				"usetype,crf"		100		balance1			10	20	str			10	20	ac%			30	90																																																																					0
magic shield + jewel + ore + perfect topaz -> druid shield	1			1				dru	4	"shld,mag"	jew	ttt	gyb				"usetype,crf"		100		block1			10	20	vit			10	20	ac%			40	120																																																																					0
magic armor + jewel + ore + perfect topaz -> druid armor	1			1				dru	4	"tors,mag"	jew	ttt	gyb				"usetype,crf"		100		skill		226	1	3	skilltab		16	1	2	ac%			75	150																																																																					0
magic amulet + jewel + ore + perfect topaz -> druid amulet	1			1				dru	4	"amul,mag"	jew	ttt	gyb				"usetype,crf"		100		dru			1	3	hp			25	75	mana			25	75	res-all			10	20																																																																0
magic ring + jewel + ore + perfect topaz -> druid ring	1			1				dru	4	"ring,mag"	jew	ttt	gyb				"usetype,crf"		100		dru			1	2	hp			20	60	mana			20	60	regen	50		1	20	regen-mana	50		1	20																																																											0
magic druid weap + jewel + ore + perfect topaz -> druid weapon	1			1				dru	4	"dclb,mag"	jew	ttt	gyb				"usetype,crf"		100		dmg%			125	250	swing2			20	40	att%			20	40																																																																					0
magic weap + jewel + ore + perfect topaz -> druid weapon	1			1				dru	4	"weap,mag"	jew	ttt	gyb				"usetype,crf"		100		dmg%			100	200	swing1			10	20	att%			15	30																																																																					0
Spider's Silk + Any Weapon				1					2	"weap,eth"	sss						useitem			100	att			100	100	ease			15	15																																																																										0
Dragon Stone + Any Weapon				1					2	"weap,eth"	ppp						useitem			100	swing1			20	20	ease			15	15																																																																										0
Blackmoor + Any Weapon				1					2	"weap,eth"	eee						useitem			100	dmg-pois		50	256	512	ease			15	15																																																																										0
Forging Hammer + Any Weapon				1					2	"weap,eth"	hh2						useitem			100	dmg%			50	50	ease			15	15																																																																										0
Crushed Gem + Any Weapon				1					2	"weap,eth"	ggg						useitem			100	mana			30	30	ease			15	15																																																																										0
Holy Symbol + Any Weapon				1					2	"weap,eth"	hly						useitem			100	dmg-demon			75	75	dmg-undead			75	75	ease			15	15																																																																					0
Tyranium Ore + Any Weapon				1					2	"weap,eth"	ttt						useitem			100	hp			30	30	ease			15	15																																																																										0
Tyranium Ore + Forging Hammer -> Helm with 1 socket	1			1					2	"ttt,qty=1"	hh2						"ylm,sock=1"	100			sock		1	1	1																																																																															0
Tyranium Ore + Forging Hammer -> Helm with 2 sockets	1			1					3	"ttt,qty=2"	hh2						"ylm,sock=2"	100			sock		2	2	2																																																																															0
Tyranium Ore + Forging Hammer -> Helm with 3 sockets	1			1					4	"ttt,qty=3"	hh2						"ylm,sock=3"	100			sock		3	3	3																																																																															0
Blackmoor + Crushed Gem -> Rune 5	1			1					2	eee	ggg						r10																																																																																							0
Dragon Stone + Holy Symbol -> Flawed Diamond	1			1					2	ppp	hly						gfw																																																																																							0
Spider's Silk + 20 Player Ears + 5 Perfect Gems -> String Of Ears	1			1					26	sss	"ear,qty=20"	"gem5,qty=5"					String of Ears	100																																																																																						0
Perfect Cell + Magic Cloak + Bakou's Sharpshooter -> Lothar's Cape	1			1					3	The Perfect Cell	"clk,mag,upg"	Bakou's Sharpshooter					Lothar's Cape	100																																																																																						0
3 perfect gems + 1 magic item -> magic item	1			1					4	"any,mag"	"gem5,qty=3"						"usetype,mag"			100																																																																																				0
6 Perfect skulls + 1 rare item -> 1 low level rare item				1					7	"any,rar"	"skz,qty=6"						"usetype,rar"		66	66																																																																																				0
Scalp + Brain + Jawbone + Eye + Horn + Fang = Zombie Head (Necro Shield)	1			1					6	scz	brz	jaw	eyz	hrn	fng		"ne2,rar"	30																																																																																						0
Scalp + Brain + Jawbone + Eye + Horn + Fang = Fetish Trophy (Necro Shield)	1			1					6	sc2	br2	ja2	eyz	hn2	fn2		"ne7,rar"	60																																																																																						0
Scalp + Brain + Jawbone + Eye + Horn + Fang = Hellspawn Skull (Necro Shield)	1			1					6	sc3	br3	ja3	eyz	hn3	fn3		"nec,rar"	90																																																																																						0
Full Helm + 2 Horns + Forging Hammer -> Great Helm	1			1					4	"fhl,any"	hh2	"horn,qty=2"					"ghm,rar"	30																																																																																						0
Basinet + 2 Horns + Forging Hammer -> Winged Helm	1			1					4	"xhl,any"	hh2	"horn,qty=2"					"xhm,rar"	60																																																																																						0
Gladiator Helm + 2 Horns + Forging Hammer -> Tusk Helm	1			1					4	"yhl,any"	hh2	"horn,qty=2"					"yhm,rar"	90																																																																																						0
Necro Head + 2 Horns + Forging Hammer -> Bone Helm	1			1					4	head	"hrn,qty=2"	hh2					"bhm,mag"	30																																																																																						0
Necro Head + 2 Horns + Forging Hammer -> Grim Helm	1			1					4	head	"hn2,qty=2"	hh2					"xh9,mag"	60																																																																																						0
Necro Head + 2 Horns + Forging Hammer -> Demon Helm	1			1					4	head	"hn3,qty=2"	hh2					"yh9,mag"	90																																																																																						0
Any Low Quality Weapon + 2 Fangs -> Normal Quality	1			1					3	"weap,low"	"fang,qty=2"						"usetype,nor"			100																																																																																				0
Any Normal Weapon + 3 Fangs -> High Quality	1			1					4	"weap,nor"	"fang,qty=3"						"usetype,hiq"			100																																																																																				0
"Any Normal Helm + 2 Eyes -> Magic Helm w/ +2 Light Radius, +50 Atk Rating"	1			1					3	"helm,nor"	"eyz,qty=2"						"usetype,mag"			100	light			2	2	att			50	50																																																																										0
Any Armor + 5 Quills -> Thorns +5	1			1					6	"tors,any"	"quil,qty=5"						useitem			100	thorns			5	5																																																																															0
3 Hearts + 3 Souls -> Full Rejuv	1			1					6	"hart,qty=3"	"soul,qty=3"						rvl																																																																																							0
2 Hearts + 2 Souls -> Full Rejuv	1			1					4	"hart,qty=2"	"soul,qty=2"						"rvs,qty=2"																																																																																							0
Heart + Soul -> Rejuv	1			1					2	hart	soul						rvs																																																																																							0
Spleen + Any Potion -> Antidote	1			1					2	spln	hpot						yps																																																																																							0
Heart + Any Potion -> Stamina Pot	1			1					2	hart	hpot						vps																																																																																							0
Soul + Any Potion -> Thawing Pot	1			1					2	soul	hpot						wms																																																																																							0
Forging Hammer + Crushed Gem + Socketed Item -> Remove Items in Sockets	1			1					3	"any,sock=6"	hh2	ggg					"useitem,rem"																																																																																							0
Forging Hammer + Crushed Gem + Socketed Item -> Remove Items in Sockets	1			1					3	"any,sock=5"	hh2	ggg					"useitem,rem"																																																																																							0
Forging Hammer + Crushed Gem + Socketed Item -> Remove Items in Sockets	1			1					3	"any,sock=4"	hh2	ggg					"useitem,rem"																																																																																							0
Forging Hammer + Crushed Gem + Socketed Item -> Remove Items in Sockets	1			1					3	"any,sock=3"	hh2	ggg					"useitem,rem"																																																																																							0
Forging Hammer + Crushed Gem + Socketed Item -> Remove Items in Sockets	1			1					3	"any,sock=2"	hh2	ggg					"useitem,rem"																																																																																							0
Forging Hammer + Crushed Gem + Socketed Item -> Remove Items in Sockets	1			1					3	"any,sock=1"	hh2	ggg					"useitem,rem"																																																																																							0
Rare Item + Perf Gem -> Rerolled Rare	1			1					2	"any,rar"	gem5						"usetype,rar"	50																																																																																						0
Rare Item + Perf Gem -> Rerolled Rare	1			1					3	"any,rar"	"gem5,qty=2"						"usetype,rar"	60																																																																																						0
Rare Item + Perf Gem -> Rerolled Rare	1			1					4	"any,rar"	"gem5,qty=3"						"usetype,rar"	70																																																																																						0
Rare Item + Perf Gem -> Rerolled Rare	1			1					5	"any,rar"	"gem5,qty=4"						"usetype,rar"	80																																																																																						0
Rare Item + Perf Gem -> Rerolled Rare	1			1					6	"any,rar"	"gem5,qty=5"						"usetype,rar"	90																																																																																						0
Rare Item + Perf Gem -> Rerolled Rare	1			1					7	"any,rar"	"gem5,qty=6"						"usetype,rar"	100																																																																																						0
Holy Symbol + Any Gem -> Amulet	1			1					2	hly	gem						"amu,mag"	30																																																																																						0
Any Charm + 2 Blemished Gems of Each Type -> Crafted Charm	1			1					13	cm1	"gpv,qty=2"	"gpy,qty=2"	"gpb,qty=2"	"gpg,qty=2"	"gpr,qty=2"	"gpw,qty=2"	"cc1,crf"			100	dmg-min			1	1	mana			5	5	hp			5	5	cast1	5		5	5	swing1	15		5	5																																																											0
Any Charm + 2 Blemished Gems of Each Type -> Crafted Charm	1			1					13	cm2	"gpv,qty=2"	"gpy,qty=2"	"gpb,qty=2"	"gpg,qty=2"	"gpr,qty=2"	"gpw,qty=2"	"cc2,crf"			100	dmg-min			1	1	mana			10	10	hp			10	10	cast1	10		7	7	swing1	20		7	7																																																											0
Any Charm + 2 Blemished Gems of Each Type -> Crafted Charm	1			1					13	cm3	"gpv,qty=2"	"gpy,qty=2"	"gpb,qty=2"	"gpg,qty=2"	"gpr,qty=2"	"gpw,qty=2"	"cc3,crf"			100	dmg-min			1	1	mana			15	15	hp			15	15	cast1	25		9	9	swing1	25		9	9																																																											0
Each of 7 Crafting Items -> Rare Jewel	1			1					7	eee	ggg	hh2	hly	ppp	sss	ttt	"jew,rar"			100																																																																																				0
Magic Khalim's Flail + Dragon Stone + Forging Hammer -> Rare Khalim's Flail	1			1					3	"qf3,mag"	ppp	hh2					"usetype,rar"			100																																																																																				0
Magic Super Khalim's Flail + Dragon Stone + Blackmoor + Forging Hammer -> Rare Khalim's Flail	1			1					4	"qf4,mag"	ppp	hh2	eee				"usetype,rar"			100																																																																																				0
Normal Boot + Dragon Stone -> Magic Boots w/ 20% Faster Run/Walk	1			1					2	"boot,nor"	ppp						"usetype,mag"			100	move2			20	20																																																																															0
2 Blemished Saph/Topaz/Ruby/Emerald + Charm -> Charm of Shielding	1			1					9	cm1	"gpb,qty=2"	"gpy,qty=2"	"gpg,qty=2"	"gpr,qty=2"			"useitem,suf=914"			100																																																																																				0
2 Blemished Saph/Topaz/Ruby/Emerald + Charm -> Charm of Shielding	1			1					9	cm2	"gpb,qty=2"	"gpy,qty=2"	"gpg,qty=2"	"gpr,qty=2"			"useitem,mag,suf=913"			100																																																																																				0
2 Blemished Saph/Topaz/Ruby/Emerald + Charm -> Charm of Shielding	1			1					9	cm3	"gpb,qty=2"	"gpy,qty=2"	"gpg,qty=2"	"gpr,qty=2"			"useitem,mag,suf=912"			100																																																																																				0
Magic Gloves + 1 Perf Ruby + Forging Hammer -> Messerschmidt's Burning Palm	1			1					3	"glov,mag"	grb	hh2					Messerschmidt's Burning Palm			100																																																																																				0
Unique + Blackmoor + 6 Perf Skulls -> +1 Necro Unique	1			100				nec	8	"any,uni"	eee	"skb,qty=6"					"usetype,uni"		100		nec			1	1																																																																															0
Unique + Crushed Gem + 6 Perf Saphs -> +1 Sorc Unique	1			100				sor	8	"any,uni"	ggg	"gbb,qty=6"					"usetype,uni"		100		sor			1	1																																																																															0
Unique + Forging Hammer + 6 Perf Amethysts  -> +1 Barb Unique	1			100				bar	8	"any,uni"	hh2	"gvb,qty=6"					"usetype,uni"		100		bar			1	1																																																																															0
Unique + Holy Symbol + 6 Perf Diamonds -> +1 Pally Unique	1			100				pal	8	"any,uni"	hly	"gwb,qty=6"					"usetype,uni"		100		pal			1	1																																																																															0
Unique + Dragon Stone + 6 Perf Rubies -> +1 Ass Unique	1			100				ass	8	"any,uni"	ppp	"grb,qty=6"					"usetype,uni"		100		ass			1	1																																																																															0
Unique + Spider's Silk + 6 Perf Emerald -> +1 Zon Unique	1			100				ama	8	"any,uni"	sss	"ggb,qty=6"					"usetype,uni"		100		ama			1	1																																																																															0
Unique + Tyranium Ore + 6 Perf Topazes -> +1 Druid Unique	1			100				dru	8	"any,uni"	ttt	"gyb,qty=6"					"usetype,uni"		100		dru			1	1																																																																															0
Unique + 6 Blackmoor + Perf Skull -> 20% Cast Unique	1			100				nec	8	"any,uni"	"eee,qty=6"	skb					"usetype,uni"		100		cast2			20	20																																																																															0
Unique + 6 Crushed Gem + Perf Saph -> 20% Mana Unique	1			100				sor	8	"any,uni"	"ggg,qty=6"	gbb					"usetype,uni"		100		mana%			20	20																																																																															0
Unique + 6 Forging Hammer + Perf Amethyst  -> +15 Dmg Unique	1			100				bar	8	"any,uni"	"hh2,qty=6"	gvb					"usetype,uni"		100		dmg-norm			15	15																																																																															0
Unique + 6 Holy Symbol + Perf Diamond -> +50 Def Unique	1			100				pal	8	"any,uni"	"hly,qty=6"	gwb					"usetype,uni"		100		ac			50	50																																																																															0
Unique + 6 Dragon Stone + Perf Ruby -> 30% IAS Unique	1			100				ass	8	"any,uni"	"ppp,qty=6"	grb					"usetype,uni"		100		swing3			30	30																																																																															0
Unique + 6 Spider's Silk + Perf Emerald -> 20% Bonus AR Unique	1			100				ama	8	"any,uni"	"sss,qty=6"	ggb					"usetype,uni"		100		att%			20	20																																																																															0
Unique + 6 Tyranium Ore + Perf Topaz -> 20% Life Unique	1			100				dru	8	"any,uni"	"ttt,qty=6"	gyb					"usetype,uni"		100		hp%			20	20																																																																															0
Charm + Perf Charm + Crafting Item -> Crafted Charm	1			1				nec	6	"char,mag"	"char,uni"	eee	"skb,qty=3"				"cc3,crf"			100																																																																																				0
Charm + Perf Charm + Crafting Item -> Crafted Charm	1			1				sor	6	"char,mag"	"char,uni"	ggg	"gbb,qty=3"				"cc3,crf"			100																																																																																				0
Charm + Perf Charm + Crafting Item -> Crafted Charm	1			1				bar	6	"char,mag"	"char,uni"	hh2	"gvb,qty=3"				"cc3,crf"			100																																																																																				0
Charm + Perf Charm + Crafting Item -> Crafted Charm	1			1				pal	6	"char,mag"	"char,uni"	hly	"gwb,qty=3"				"cc3,crf"			100																																																																																				0
Charm + Perf Charm + Crafting Item -> Crafted Charm	1			1				ass	6	"char,mag"	"char,uni"	ppp	"grb,qty=3"				"cc3,crf"			100																																																																																				0
Charm + Perf Charm + Crafting Item -> Crafted Charm	1			1				ama	6	"char,mag"	"char,uni"	sss	"ggb,qty=3"				"cc3,crf"			100																																																																																				0
Charm + Perf Charm + Crafting Item -> Crafted Charm	1			1				dru	6	"char,mag"	"char,uni"	ttt	"gyb,qty=3"				"cc3,crf"			100																																																																																				0
Set + Blackmoor + 6 Perf Skulls -> +1 Necro Set	1			1				nec	8	"any,set"	eee	"skb,qty=6"					"useitem"	100	100	100	nec			1	1																																																																															0
Set + Crushed Gem + 6 Perf Saphs -> +1 Sorc Set	1			1				sor	8	"any,set"	ggg	"gbb,qty=6"					"useitem"	100	100	100	sor			1	1																																																																															0
Set + Forging Hammer + 6 Perf Amethysts  -> +1 Barb Set	1			1				bar	8	"any,set"	hh2	"gvb,qty=6"					"useitem"	100	100	100	bar			1	1																																																																															0
Set + Holy Symbol + 6 Perf Diamonds -> +1 Pally Set	1			1				pal	8	"any,set"	hly	"gwb,qty=6"					"useitem"	100	100	100	pal			1	1																																																																															0
Set + Dragon Stone + 6 Perf Rubies -> +1 Ass Set	1			1				ass	8	"any,set"	ppp	"grb,qty=6"					"useitem"	100	100	100	ass			1	1																																																																															0
Set + Spider's Silk + 6 Perf Emerald -> +1 Zon Set	1			1				ama	8	"any,set"	sss	"ggb,qty=6"					"useitem"	100	100	100	ama			1	1																																																																															0
Set + Tyranium Ore + 6 Perf Topazes -> +1 Druid Set	1			1				dru	8	"any,set"	ttt	"gyb,qty=6"					"useitem"	100	100	100	dru			1	1																																																																															0
Set + 6 Blackmoor + Perf Skull -> 20% Cast Set	1			1				nec	8	"any,set"	"eee,qty=6"	skb					"useitem"	100	100	100	cast2			20	20																																																																															0
Set + 6 Crushed Gem + Perf Saph -> 20% Mana Set	1			1				sor	8	"any,set"	"ggg,qty=6"	gbb					"useitem"	100	100	100	mana%			20	20																																																																															0
Set + 6 Forging Hammer + Perf Amethyst  -> +15 Dmg Set	1			1				bar	8	"any,set"	"hh2,qty=6"	gvb					"useitem"	100	100	100	dmg-norm			15	15																																																																															0
Set + 6 Holy Symbol + Perf Diamond -> +50 Def Set	1			1				pal	8	"any,set"	"hly,qty=6"	gwb					"useitem"	100	100	100	ac			50	50																																																																															0
Set + 6 Dragon Stone + Perf Ruby -> 30% IAS Set	1			1				ass	8	"any,set"	"ppp,qty=6"	grb					"useitem"	100	100	100	swing3			30	30																																																																															0
Set + 6 Spider's Silk + Perf Emerald -> 20% Bonus AR Set	1			1				ama	8	"any,set"	"sss,qty=6"	ggb					"useitem"	100	100	100	att%			20	20																																																																															0
Set + 6 Tyranium Ore + Perf Topaz -> 20% Life Set	1			1				dru	8	"any,set"	"ttt,qty=6"	gyb					"useitem"	100	100	100	hp%			20	20																																																																															0
Magic Freezing Item + Gloves + Forging Hammer -> Hands of Weir	1			1					3	"any,mag,suf=47"	"glov,any"	hh2					The Hands of Wier		100	100																																																																																				0
Any Rare + 3 Perf Gems -> High Level Rare	1			1					4	"any,rar"	"gem5,qty=3"						"usetype,rar"	100																																																																																						0
Any Crafted Weapon + 6 Perf Amethysts + Dragon Stone + Forging Hammer -> Unique Weapon	1			1					9	"weap,crf"	"gvb,qty=6"	hh2	ppp				"usetype,uni"	100																																																																																						0
Any Crafted Armor + 6 Perf Diamonds + Holy Symbol + Forging Hammer -> Unique Armor	1			1					9	"armo,crf"	"gwb,qty=6"	hh2	hly				"usetype,uni"	100																																																																																						0
Any Crafted Amulet + 6 Perf Saphires + Crushed Gem + Forging Hammer -> Unique Misc	1			1					9	"amul,crf"	"gbb,qty=6"	hh2	ggg				"usetype,uni"	100																																																																																						0
Any Crafted Ring + 6 Perf Saphires + Crushed Gem + Forging Hammer -> Unique Misc	1			1					9	"ring,crf"	"gbb,qty=6"	hh2	ggg				"usetype,uni"	100																																																																																						0
Normal Weapon + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					4	"weap,nor,nos"	hh2	ggg	gem5				"useitem"	100			sock		1	1	1																																																																															0
Normal Weapon + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					5	"weap,nor,nos"	hh2	ggg	"gem5,qty=2"				"useitem"	100			sock		2	2	2																																																																															0
Normal Weapon + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					6	"weap,nor,nos"	hh2	ggg	"gem5,qty=3"				"useitem"	100			sock		3	3	3																																																																															0
Normal Weapon + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					7	"weap,nor,nos"	hh2	ggg	"gem5,qty=4"				"useitem"	100			sock		4	4	4																																																																															0
Normal Weapon + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					8	"weap,nor,nos"	hh2	ggg	"gem5,qty=5"				"useitem"	100			sock		5	5	5																																																																															0
Normal Weapon + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					9	"weap,nor,nos"	hh2	ggg	"gem5,qty=6"				"useitem"	100			sock		6	6	6																																																																															0
Normal Armor + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					4	"armo,nor,nos"	hh2	ggg	gem5				"useitem"	100			sock		1	1	1																																																																															0
Normal Armor + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					5	"armo,nor,nos"	hh2	ggg	"gem5,qty=2"				"useitem"	100			sock		2	2	2																																																																															0
Normal Armor + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					6	"armo,nor,nos"	hh2	ggg	"gem5,qty=3"				"useitem"	100			sock		3	3	3																																																																															0
Normal Armor + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					7	"armo,nor,nos"	hh2	ggg	"gem5,qty=4"				"useitem"	100			sock		4	4	4																																																																															0
Normal Armor + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					8	"armo,nor,nos"	hh2	ggg	"gem5,qty=5"				"useitem"	100			sock		5	5	5																																																																															0
Normal Armor + Forging Hammer + Crushed Gem + x Perf Gem -> Adds x Sockets	1			1					9	"armo,nor,nos"	hh2	ggg	"gem5,qty=6"				"useitem"	100			sock		6	6	6																																																																															0
Spider's Silk + 3 Perf Gems + Rare Item	1			1					5	"weap,rar"	sss	"gem5,qty=3"					"useitem,mod"			100	att			100	100																																																																															0
Dragon Stone + 3 Perf Gems + Rare Item	1			1					5	"weap,rar"	ppp	"gem5,qty=3"					"useitem,mod"			100	swing1			20	20																																																																															0
Blackmoor + 3 Perf Gems + Rare Item	1			1					5	"weap,rar"	eee	"gem5,qty=3"					"useitem,mod"			100	dmg-pois		50	256	512																																																																															0
Forging Hammer + 3 Perf Gems + Rare Item	1			1					5	"weap,rar"	hh2	"gem5,qty=3"					"useitem,mod"			100	dmg%			50	50																																																																															0
Crushed Gem + 3 Perf Gems + Rare Item	1			1					5	"any,rar"	ggg	"gem5,qty=3"					"useitem,mod"			100	mana			30	30																																																																															0
Holy Symbol + 3 Perf Gems + Rare Item	1			1					5	"any,rar"	hly	"gem5,qty=3"					"useitem,mod"			100	dmg-demon			75	75	dmg-undead			75	75																																																																										0
Tyranium Ore + 3 Perf Gems + Rare Item	1			1					5	"any,rar"	ttt	"gem5,qty=3"					"useitem,mod"			100	hp			30	30																																																																															0
Spider's Silk + 10 Perf Gems + Unique Item	1			1					12	"weap,uni"	sss	"gem5,qty=10"					"useitem,mod"			100	att			100	100																																																																															0
Dragon Stone + 10 Perf Gems + Unique Item	1			1					12	"weap,uni"	ppp	"gem5,qty=10"					"useitem"			100	swing1			20	20																																																																															0
Blackmoor + 10 Perf Gems + Unique Item	1			1					12	"weap,uni"	eee	"gem5,qty=10"					"useitem"			100	dmg-pois		50	256	512																																																																															0
Forging Hammer + 10 Perf Gems + Unique Item	1			1					12	"weap,uni"	hh2	"gem5,qty=10"					"useitem"			100	dmg%			50	50																																																																															0
Crushed Gem + 10 Perf Gems + Unique Item	1			1					12	"any,uni"	ggg	"gem5,qty=10"					"useitem"			100	mana			30	30																																																																															0
Holy Symbol + 10 Perf Gems + Unique Item	1			1					12	"any,uni"	hly	"gem5,qty=10"					"useitem"			100	dmg-demon			75	75	dmg-undead			75	75																																																																										0
Tyranium Ore + 10 Perf Gems + Unique Item	1			1					12	"any,uni"	ttt	"gem5,qty=10"					"useitem"			100	hp			30	30																																																																															0
Small Charm + Elixir -> Charm with +1 str/dex/vit/enr	1			1					2	cm1	elx						cm1			100	str			1	1	dex			1	1	vit			1	1	enr			1	1																																																																0
Large Charm + Elixir -> Charm with +2 str/dex/vit/enr	1			1					2	cm2	elx						cm2			100	str			2	2	dex			2	2	vit			2	2	enr			2	2																																																																0
Grand Charm + Elixir -> Charm with +3 str/dex/vit/enr	1			1					2	cm3	elx						cm3			100	str			3	3	dex			3	3	vit			3	3	enr			3	3																																																																0
Unique Jewel + Blackmoor + 6 Perf Skulls -> Rerolled Jewel	1			1				nec	8	jw2	eee	"skb,qty=6"					"usetype,uni"	100	100	100																																																																																				0
