name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Tail	Tail		0	0	0	0	1	1	0	1	63		ta3	tal	tal	16	1	1	0	0	0	flptail	invtail			1	alb	1	1	0	0	tail		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Tail-H		0	0	0	xxx	xxx						0
Flag	Flag		0	0	0	0	1	1	0	1	98		fl3	flg	flg	16	1	2	0	0	0	flpflag	invflag			1	ibk	3	3	0	0	flag		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Flag-H		0	0	0	xxx	xxx						0
Fang	Fang		0	0	0	0	1	1	0	1	80		fn3	fng	fng	16	1	1	0	0	0	flpfang	invfang			1	key	3	3	0	0	fang		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Fang-H		0	0	0	xxx	xxx						0
Quill	Quill		0	0	0	0	1	1	0	1	32		ql3	qll	qll	16	1	1	0	0	0	flpquil	invquil			1	0ja	40	40	0	0	quil		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Quill-H		0	0	0	xxx	xxx						0
Soul	Soul		0	0	0	0	1	1	0	1	100		sl3	sol	sol	16	1	1	0	0	0	flpsple	invsol			1	bpl	1	1	0	0	soul		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Soul-H		0	0	0	xxx	xxx						0
Scalp	Scalp		0	0	0	0	1	1	0	1	40		sc3	scz	scz	16	1	1	0	0	0	flpbonr1	invbonr1			1	sku	1	1	0	0	sclp		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Scalp-H		0	0	0	xxx	xxx						0
Spleen	Spleen		0	0	0	0	1	1	0	1	85		sp3	spe	spe	16	1	1	0	0	0	flpsple	invsple			1	rvs	1	1	0	0	spln		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	Spleen-H		0	0	0	xxx	xxx						0
Steak	Steak		0	0	0	0	1	1	0	1	85		zzz	spe	zzz	16	1	1	0	0	0	flpsple	invsple			0	xxx			0	0	body		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cook Book	Cook Book		0	0	0	0	1	1	0	1	20000		yyy	tbk	yyy	16	2	2	0	0	0	flpbbk	invsbk			0	xxx			0	0	body		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
CrushedGem	CrushedGem		1	0	0	0	1	1	0	1	5000		ggg	gcw	ggg	16	1	1	0	0	0	flpgsw	invcrush			1	sss	1	1	0	0	quez		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Spider'sSilk	Spider'sSilk		1	0	0	0	1	1	0	1	5000		sss	tal	sss	16	2	1	0	0	0	flpgsw	invsilk			1	ttt	1	1	0	0	quez		item_bow	12	item_bow	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
TyraniumOre	TyraniumOre		1	0	0	0	1	1	0	1	5000		ttt	r01	ttt	16	1	1	0	0	0	flpgsw	invore			1	ppp	1	1	0	0	quez		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
DragonStone	DragonStone		1	0	0	0	1	1	0	1	5000		ppp	r01	ppp	16	1	1	0	0	0	flpmss	invppp			1	hly	1	1	0	0	quez		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
HolySymbol	HolySymbol		1	0	0	0	1	1	0	1	5000		hly	vip	hly	16	1	1	0	0	0	flpgsw	invhly			1	eee	1	1	0	0	quez		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Blackmoor	Blackmoor		1	0	0	0	1	1	0	1	5000		eee	bsh	eee	16	1	1	0	0	0	flpgsw	invdirt			1	hh2	1	1	0	0	quez		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Forging Hammer	Forging Hammer		1	0	0	0	1	1	0	1	10000		hh2	whm	hh2	16	1	2	0	0	0	flphmr	invhmr			1	ggg	1	1	0	0	quez		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Sorceress Ring	Sorcerer's Band		0	0	1	0	4	1	0	1	1800	50000	srn	rin	srn	16	1	1	1	1	1	flprin	invrin	invsrn		0	xxx			0	0	srin		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Barbarian Ring	Barbaric Knuckle		0	0	1	0	4	1	0	1	1800	50000	brg	rin	brg	16	1	1	1	1	1	flprin	invrin	invbrg		0	xxx			0	0	brin		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Necromancer Ring	Necromancer's Stone		0	0	1	0	4	1	0	1	1800	50000	nrn	rin	nrn	16	1	1	1	1	1	flprin	invrin	invnrn		0	xxx			0	0	nrin		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Paladin Ring	Paladic Halo		0	0	1	0	4	1	0	1	1800	50000	prn	rin	prn	16	1	1	1	1	1	flprin	invrin	invprn		0	xxx			0	0	prin		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Druid Ring	Druid's Seal		0	100	1	0	4	1	0	1	1800	50000	drn	rin	drn	16	1	1	1	1	1	flprin	invrin	invdrn		0	xxx			0	0	drin		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Amazon Ring	Amazonian Loop		0	0	1	0	4	1	0	1	1800	50000	zrn	rin	zrn	16	1	1	1	1	1	flprin	invrin	invzrn		0	xxx			0	0	zrin		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Assassin Ring	Assassin's Jewel		0	100	1	0	4	1	0	1	1800	50000	arn	rin	arn	16	1	1	1	1	1	flprin	invrin	invarn		0	xxx			0	0	arin		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Sorceress Amulet	Socererer's Talisman		0	0	1	0	4	1	0	1	2400	63000	sam	amu	sam	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	samu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Barbarian Amulet	Primal Charm		0	0	1	0	4	1	0	1	2400	63000	bam	amu	bam	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	bamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Necromancer Amulet	Death's Locket		0	0	1	0	4	1	0	1	2400	63000	nam	amu	nam	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	namu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Paladin Amulet	Holy Pendant		0	0	1	0	4	1	0	1	2400	63000	pam	amu	pam	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	pamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Druid Amulet	Druidic Necklace		0	100	1	0	4	1	0	1	2400	63000	dam	amu	dam	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	damu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Amazon Amulet	Amazonian Pin		0	0	1	0	4	1	0	1	2400	63000	zam	amu	zam	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	zamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Assassin Amulet	Assassin's Choker		0	100	1	0	4	1	0	1	2400	63000	aam	amu	aam	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	aamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Decipherer	Decipherer		0	0	0	0	1	1	0	1	10000		ddd	ddd	ddd	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	scrl		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 1	Recipe Scroll 1		0	0	0	101	0	0	0	1	100000		01a	01a	01a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 1	Undeciphered Recipe Scroll 1		0	0	5	101	1	1	0	1	10000		01b	01b	01b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 2	Recipe Scroll 2		0	0	0	102	0	0	0	1	100000		02a	02a	02a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 2	Undeciphered Recipe Scroll 2		0	0	6	102	1	1	0	1	10000		02b	02b	02b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 3	Recipe Scroll 3		0	0	0	103	0	0	0	1	100000		03a	03a	03a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 3	Undeciphered Recipe Scroll 3		0	0	7	103	1	1	0	1	10000		03b	03b	03b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 4	Recipe Scroll 4		0	0	0	104	0	0	0	1	100000		04a	04a	04a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 4	Undeciphered Recipe Scroll 4		0	0	8	104	1	1	0	1	10000		04b	04b	04b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 5	Recipe Scroll 5		0	0	0	105	0	0	0	1	100000		05a	05a	05a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 5	Undeciphered Recipe Scroll 5		0	0	9	105	1	1	0	1	10000		05b	05b	05b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 6	Recipe Scroll 6		0	0	0	106	0	0	0	1	100000		06a	06a	06a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 6	Undeciphered Recipe Scroll 6		0	0	10	106	2	1	0	1	10000		06b	06b	06b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 7	Recipe Scroll 7		0	0	0	107	0	0	0	1	100000		07a	07a	07a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 7	Undeciphered Recipe Scroll 7		0	0	12	107	2	1	0	1	10000		07b	07b	07b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 8	Recipe Scroll 8		0	0	0	108	0	0	0	1	100000		08a	08a	08a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 8	Undeciphered Recipe Scroll 8		0	0	13	108	2	1	0	1	10000		08b	08b	08b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 9	Recipe Scroll 9		0	0	0	109	0	0	0	1	100000		09a	09a	09a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 9	Undeciphered Recipe Scroll 9		0	0	14	109	2	1	0	1	10000		09b	09b	09b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 10	Recipe Scroll 10		0	0	0	110	0	0	0	1	100000		10a	10a	10a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 10	Undeciphered Recipe Scroll 10		0	0	15	110	2	1	0	1	10000		10b	10b	10b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 11	Recipe Scroll 11		0	0	0	111	0	0	0	1	100000		11a	11a	11a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 11	Undeciphered Recipe Scroll 11		0	0	16	111	3	1	0	1	10000		11b	11b	11b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 12	Recipe Scroll 12		0	0	0	112	0	0	0	1	100000		12a	12a	12a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 12	Undeciphered Recipe Scroll 12		0	0	17	112	3	1	0	1	10000		12b	12b	12b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 13	Recipe Scroll 13		0	0	0	113	0	0	0	1	100000		13a	13a	13a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 13	Undeciphered Recipe Scroll 13		0	0	19	113	3	1	0	1	10000		13b	13b	13b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 14	Recipe Scroll 14		0	0	0	114	0	0	0	1	100000		14a	14a	14a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 14	Undeciphered Recipe Scroll 14		0	0	20	114	3	1	0	1	10000		14b	14b	14b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 15	Recipe Scroll 15		0	0	0	115	0	0	0	1	100000		15a	15a	15a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 15	Undeciphered Recipe Scroll 15		0	0	21	115	3	1	0	1	10000		15b	15b	15b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 16	Recipe Scroll 16		0	0	0	116	0	0	0	1	100000		16a	16a	16a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 16	Undeciphered Recipe Scroll 16		0	0	22	116	4	1	0	1	10000		16b	16b	16b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 17	Recipe Scroll 17		0	0	0	117	0	0	0	1	100000		17a	17a	17a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 17	Undeciphered Recipe Scroll 17		0	0	23	117	4	1	0	1	10000		17b	17b	17b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 18	Recipe Scroll 18		0	0	0	118	0	0	0	1	100000		18a	18a	18a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 18	Undeciphered Recipe Scroll 18		0	0	25	118	4	1	0	1	10000		18b	18b	18b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 19	Recipe Scroll 19		0	0	0	119	0	0	0	1	100000		19a	19a	19a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
