Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Shocking	100			90		82				1	139	ltng-min		1	1	ltng-max		44	71					1	whit	scha												0	0	0
Septic	100		1	1		1				2	140	dmg-pois	75	18	18											lcha												0	0	0
Envenomed	100		1	12		9				1	140	dmg-pois	100	39	39											lcha												0	0	0
Toxic	100		1	27		20				1	140	dmg-pois	125	103	103									1	dgrn	lcha												0	0	0
Pestilent	100			42		34				1	140	dmg-pois	150	171	171									1	dgrn	lcha												0	0	0
Septic	100		1	9		6				2	140	dmg-pois	75	35	35											mcha												0	0	0
Envenomed	100		1	26		19				1	140	dmg-pois	100	77	77											mcha												0	0	0
Toxic	100		1	46		38				1	140	dmg-pois	125	185	185									1	dgrn	mcha												0	0	0
Pestilent	100			66		58				1	140	dmg-pois	150	299	299									1	dgrn	mcha												0	0	0
Septic	100		1	18		13				2	140	dmg-pois	75	52	52											scha												0	0	0
Envenomed	100		1	39		31				1	140	dmg-pois	100	128	128											scha												0	0	0
Toxic	100		1	63		55				1	140	dmg-pois	125	205	205									1	dgrn	scha												0	0	0
Pestilent	100			88		80				1	140	dmg-pois	150	299	299									1	dgrn	scha												0	0	0
Tireless	1		1	1	5	1				4	108	regen-stam		10	10											boot												0	0	0
Lizard's	1		1	1	2	1				4	115	mana		1	2											armo	ring	amul	rod	orb			boot	glov				0	0	0
Azure	1		1	1	4	1				3	117	res-cold		5	5											armo	ring	amul	orb	circ								0	0	0
Crimson	1		1	1	4	1				3	118	res-fire		5	5											armo	ring	amul	orb	circ								0	0	0
Tangerine	1		1	1	4	1				3	119	res-ltng		5	5											armo	ring	amul	orb	circ								0	0	0
Beryl	1		1	1	4	1				3	120	res-pois		5	5											armo	ring	amul	orb	circ								0	0	0
Godly	100		1	50		43				1	101	ac%		101	200									1	dgld	armo												0	0	0
Cruel	100		1	56		48				1	105	dmg%		201	300									1	blac	weap							staf	wand	orb			0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
Charms																																						0	0	0
Stout	100	1	1	1		1				10	101	ac		4	7									1	dgry	lcha												0	0	0
Stout	100	1	1	7		5				10	101	ac		8	14									1	dgry	lcha												0	0	0
Stout	100	1	1	12		9				10	101	ac		15	22									1	dgry	lcha												0	0	0
Burly	100	1	1	17		12				10	101	ac		23	32									1	dgry	lcha												0	0	0
Burly	100	1	1	22		16				10	101	ac		33	48									1	dgry	lcha												0	0	0
Burly	100	1	1	27		20				10	101	ac		49	58									1	dgry	lcha												0	0	0
Stalwart	100	1	1	32		24				10	101	ac		59	70									1	lgry	lcha												0	0	0
Stalwart	100	1	1	37		29				10	101	ac		71	84									1	lgry	lcha												0	0	0
Stalwart	100	1	1	42		34				10	101	ac		85	100									1	lgry	lcha												0	0	0
Stout	100	1	1	1		1				10	101	ac		3	5									1	dgry	mcha												0	0	0
Stout	100	1	1	14		10				10	101	ac		6	10									1	dgry	mcha												0	0	0
Stout	100	1	1	20		15				10	101	ac		11	15									1	dgry	mcha												0	0	0
Burly	100	1	1	26		19				10	101	ac		16	22									1	dgry	mcha												0	0	0
Burly	100	1	1	32		24				10	101	ac		23	32									1	dgry	mcha												0	0	0
Stalwart	100	1	1	38		30				10	101	ac		33	44									1	lgry	mcha												0	0	0
Stalwart	100	1	1	45		37				10	101	ac		45	60									1	lgry	mcha												0	0	0
Stout	100	1	1	1		1				10	101	ac		2	4									1	dgry	scha												0	0	0
Stout	100	1	1	21		15				10	101	ac		5	10									1	dgry	scha												0	0	0
Burly	100	1	1	36		28				10	101	ac		11	19									1	dgry	scha												0	0	0
Stalwart	100	1	1	48		40				10	101	ac		20	30									1	lgry	scha												0	0	0
Red	100	1	1	4		3				10	103	dmg-min		2	3									1	dred	lcha												0	0	0
Sanguinary	100	1	1	40		32				10	103	dmg-min		4	5									1	dred	lcha												0	0	0
Bloody	100	1		52		46				10	103	dmg-min		6	7									1	dred	lcha												0	0	0
Red	100	1	1	11		8				10	103	dmg-min		1	2									1	dred	mcha												0	0	0
Sanguinary	100	1	1	33		25				10	103	dmg-min		2	3									1	dred	mcha												0	0	0
Bloody	100	1		55		47				10	103	dmg-min		4	5									1	dred	mcha												0	0	0
Red	100	1	1	24		16				10	103	dmg-min		1	1									1	dred	scha												0	0	0
Sanguinary	100	1	1	41		33				10	103	dmg-min		2	2									1	dred	scha												0	0	0
Bloody	100	1		58		50				10	103	dmg-min		3	3									1	dred	scha												0	0	0
Jagged	100	1	1	3		2				10	104	dmg-max		2	3									1	blac	lcha												0	0	0
Jagged	100	1	1	10		7				10	104	dmg-max		4	5									1	blac	lcha												0	0	0
Jagged	100	1	1	17		12				10	104	dmg-max		6	7									1	blac	lcha												0	0	0
Forked	100	1	1	25		18				10	104	dmg-max		8	9									1	blac	lcha												0	0	0
Forked	100	1	1	32		24				10	104	dmg-max		10	11									1	blac	lcha												0	0	0
Serrated	100	1		39		31				10	104	dmg-max		12	13									1	blac	lcha												0	0	0
Serrated	100	1		47		39				10	104	dmg-max		14	15									1	blac	lcha												0	0	0
Jagged	100	1	1	10		7				10	104	dmg-max		1	2									1	blac	mcha												0	0	0
Jagged	100	1	1	20		15				10	104	dmg-max		2	3									1	blac	mcha												0	0	0
Forked	100	1	1	30		22				10	104	dmg-max		4	5									1	blac	mcha												0	0	0
Forked	100	1	1	40		32				10	104	dmg-max		6	7									1	blac	mcha												0	0	0
Serrated	100	1		50		42				10	104	dmg-max		8	9									1	blac	mcha												0	0	0
Jagged	100	1	1	23		17				10	104	dmg-max		1	1									1	blac	scha												0	0	0
Forked	100	1	1	38		30				10	104	dmg-max		2	2									1	blac	scha												0	0	0
Serrated	100	1		53		45				10	104	dmg-max		3	3									1	blac	scha												0	0	0
Rugged	100	1	1	1		1				10	109	stam		12	24									1	oran	lcha												0	0	0
Rugged	100	1	1	11		7				10	109	stam		25	36									1	oran	lcha												0	0	0
Rugged	100	1	1	21		16				10	109	stam		37	50									1	oran	lcha												0	0	0
Rugged	100	1	1	1		1				10	109	stam		8	16									1	oran	mcha												0	0	0
Rugged	100	1	1	11		7				10	109	stam		17	24									1	oran	mcha												0	0	0
Rugged	100	1	1	21		16				10	109	stam		25	32									1	oran	mcha												0	0	0
Rugged	100	1	1	1		1				10	109	stam		5	10									1	oran	scha												0	0	0
Rugged	100	1	1	11		7				10	109	stam		11	15									1	oran	scha												0	0	0
Rugged	100	1	1	21		16				10	109	stam		16	20									1	oran	scha												0	0	0
Bronze	100	1	1	1		1				10	110	att		7	12									1	dgld	lcha												0	0	0
Bronze	100	1	1	7		5				10	110	att		13	23									1	dgld	lcha												0	0	0
Bronze	100	1	1	13		9				10	110	att		24	36									1	dgld	lcha												0	0	0
Iron	100	1	1	19		14				10	110	att		37	52									1	dgry	lcha												0	0	0
Iron	100	1	1	25		18				10	110	att		53	77									1	dgry	lcha												0	0	0
Iron	100	1	1	31		23				10	110	att		78	93									1	dgry	lcha												0	0	0
Steel	100	1	1	37		29				10	110	att		94	112									1	lgry	lcha												0	0	0
Steel	100	1		43		35				10	110	att		113	135									1	lgry	lcha												0	0	0
Steel	100	1		49		41				10	110	att		136	160									1	lgry	lcha												0	0	0
Bronze	100	1	1	1		1				10	110	att		5	8									1	dgld	mcha												0	0	0
Bronze	100	1	1	7		5				10	110	att		9	16									1	dgld	mcha												0	0	0
Bronze	100	1	1	16		12				10	110	att		17	24									1	dgld	mcha												0	0	0
Iron	100	1	1	24		18				10	110	att		25	36									1	dgry	mcha												0	0	0
Iron	100	1	1	32		26				10	110	att		37	52									1	dgry	mcha												0	0	0
Steel	100	1		40		36				10	110	att		53	71									1	lgry	mcha												0	0	0
Steel	100	1		48		44				10	110	att		72	96									1	lgry	mcha												0	0	0
Bronze	100	1	1	1		1				10	110	att		3	6									1	dgld	scha												0	0	0
Bronze	100	1	1	16		15				10	110	att		7	12									1	dgld	scha												0	0	0
Iron	100	1	1	32		31				10	110	att		13	18									1	dgry	scha												0	0	0
Steel	100	1		48		49				10	110	att		19	24									1	lgry	scha												0	0	0
Fine	100	1	1	15		11				10	111	att		10	20	dmg-max		1	3					1	blac	lcha												0	0	0
Fine	100	1	1	22		16				10	111	att		21	48	dmg-max		4	6					1	dgry	lcha												0	0	0
Sharp	100	1	1	29		21				10	111	att		49	76	dmg-max		7	10					1	lgry	lcha												0	0	0
Fine	100	1	1	19		14				10	111	att		10	20	dmg-max		1	3					1	blac	mcha												0	0	0
Sharp	100	1	1	28		21				10	111	att		21	48	dmg-max		4	6					1	dgry	mcha												0	0	0
Fine	100	1		28		21				10	111	att		10	20	dmg-max		1	3					1	blac	scha												0	0	0
Lucky	100	1	1	21						10	114	mag%		2	4									1	lgld	lcha												0	0	0
Lucky	100	1	1	38						10	114	mag%		5	8									1	lgld	lcha												0	0	0
Lucky	100	1		55						10	114	mag%		9	12									1	lgld	lcha												0	0	0
Lucky	100	1	1	34						10	114	mag%		1	2									1	lgld	mcha												0	0	0
Lucky	100	1		53						10	114	mag%		3	5									1	lgld	mcha												0	0	0
Lucky	100	1		51						10	114	mag%		6	8									1	lgld	mcha												0	0	0
Lizard's	100	1	1	1		1				10	115	mana		3	7									1	dblu	lcha												0	0	0
Lizard's	100	1	1	7		5				10	115	mana		8	13									1	dblu	lcha												0	0	0
Lizard's	100	1	1	13		9				10	115	mana		14	20									1	dblu	lcha												0	0	0
Snake's	100	1	1	19		14				10	115	mana		21	27									1	dblu	lcha												0	0	0
Snake's	100	1	1	25		18				10	115	mana		28	34									1	lblu	lcha												0	0	0
Snake's	100	1	1	31		23				10	115	mana		35	41									1	lblu	lcha												0	0	0
Serpent's	100	1	1	37		29				10	115	mana		42	48									1	lblu	lcha												0	0	0
Serpent's	100	1	1	43		35				10	115	mana		49	55									1	cblu	lcha												0	0	0
Serpent's	100	1	1	49		41				10	115	mana		56	62									1	cblu	lcha												0	0	0
Lizard's	100	1	1	1		1				10	115	mana		2	4									1	dblu	mcha												0	0	0
Lizard's	100	1	1	9		6				10	115	mana		5	8									1	dblu	mcha												0	0	0
Lizard's	100	1	1	17		12				10	115	mana		9	13									1	dblu	mcha												0	0	0
Snake's	100	1	1	25		18				10	115	mana		14	18									1	dblu	mcha												0	0	0
Snake's	100	1	1	33		25				10	115	mana		19	22									1	lblu	mcha												0	0	0
Serpent's	100	1	1	41		33				10	115	mana		23	27									1	lblu	mcha												0	0	0
Serpent's	100	1	1	49		41				10	115	mana		28	32									1	cblu	mcha												0	0	0
Lizard's	100	1	1	16		12				10	115	mana		1	2									1	dblu	scha												0	0	0
Lizard's	100	1	1	16		12				10	115	mana		3	7									1	dblu	scha												0	0	0
Snake's	100	1	1	32		24				10	115	mana		8	12									1	dblu	scha												0	0	0
Serpent's	100	1		48		40				10	115	mana		13	17									1	lblu	scha												0	0	0
Shimmering	100	1		8	13	6				7	116	res-all		3	6									1	lpur	lcha												0	1280	500
Shimmering	100	1		14	34	10				7	116	res-all		8	12									1	lpur	lcha												0	1280	1500
Shimmering	100	1		35		27				7	116	res-all		13	15									1	lpur	lcha												0	1280	5000
Shimmering	100	1		17	33	12				7	116	res-all		3	5									1	lpur	mcha												0	1280	1500
Shimmering	100	1		34		26				7	116	res-all		6	8									1	lpur	mcha												0	1280	5000
Shimmering	100	1		33		25				7	116	res-all		3	5									1	lpur	scha												0	1280	10000
Azure	100	1	1	1		1				8	117	res-cold		7	15									1	dblu	lcha												0	0	0
Lapis	100	1	1	10		7				8	117	res-cold		16	20									1	dblu	lcha												0	0	0
Cobalt	100	1	1	20		15				8	117	res-cold		21	25									1	lblu	lcha												0	0	0
Sapphire	100	1		30		22				8	117	res-cold		26	30									1	lblu	lcha												0	0	0
Azure	100	1	1	1		1				8	117	res-cold		4	8									1	dblu	mcha												0	0	0
Lapis	100	1	1	16		12				8	117	res-cold		9	12									1	dblu	mcha												0	0	0
Cobalt	100	1	1	25		18				8	117	res-cold		13	16									1	lblu	mcha												0	0	0
Sapphire	100	1		35		27				8	117	res-cold		17	20									1	lblu	mcha												0	0	0
Azure	100	1	1	1		1				8	117	res-cold		3	5									1	dblu	scha												0	0	0
Lapis	100	1	1	14		10				8	117	res-cold		6	7									1	dblu	scha												0	0	0
Cobalt	100	1	1	27		20				8	117	res-cold		8	9									1	lblu	scha												0	0	0
Sapphire	100	1		40		32				8	117	res-cold		10	11									1	lblu	scha												0	0	0
Crimson	100	1	1	1		1				8	118	res-fire		7	15									1	dred	lcha												0	0	0
Russet	100	1	1	10		7				8	118	res-fire		16	20									1	dred	lcha												0	0	0
Garnet	100	1	1	20		15				8	118	res-fire		21	25									1	lred	lcha												0	0	0
Ruby	100	1		30		22				8	118	res-fire		26	30									1	lred	lcha												0	0	0
Crimson	100	1	1	1		1				8	118	res-fire		4	8									1	dred	mcha												0	0	0
Russet	100	1	1	16		12				8	118	res-fire		9	12									1	dred	mcha												0	0	0
Garnet	100	1	1	25		18				8	118	res-fire		13	16									1	lred	mcha												0	0	0
Ruby	100	1		35		27				8	118	res-fire		17	20									1	lred	mcha												0	0	0
Crimson	100	1	1	1		1				8	118	res-fire		3	5									1	dred	scha												0	0	0
Russet	100	1	1	14		10				8	118	res-fire		6	7									1	dred	scha												0	0	0
Garnet	100	1		27		20				8	118	res-fire		8	9									1	lred	scha												0	0	0
Ruby	100	1	1	40		32				8	118	res-fire		10	11									1	lred	scha												0	0	0
Tangerine	100	1	1	1		1				8	119	res-ltng		7	15									1	dyel	lcha												0	0	0
Ocher	100	1	1	10		7				8	119	res-ltng		16	20									1	dyel	lcha												0	0	0
Coral	100	1	1	20		15				8	119	res-ltng		21	25									1	lyel	lcha												0	0	0
Amber	100	1		30		22				8	119	res-ltng		26	30									1	lyel	lcha												0	0	0
Tangerine	100	1	1	1		1				8	119	res-ltng		4	8									1	dyel	mcha												0	0	0
Ocher	100	1	1	16		12				8	119	res-ltng		9	12									1	dyel	mcha												0	0	0
Coral	100	1	1	25		18				8	119	res-ltng		13	16									1	lyel	mcha												0	0	0
Amber	100	1		35		27				8	119	res-ltng		17	20									1	lyel	mcha												0	0	0
Tangerine	100	1	1	1		1				8	119	res-ltng		3	5									1	dyel	scha												0	0	0
Ocher	100	1	1	14		10				8	119	res-ltng		6	7									1	dyel	scha												0	0	0
Coral	100	1	1	27		20				8	119	res-ltng		8	9									1	lyel	scha												0	0	0
Amber	100	1		40		32				8	119	res-ltng		10	11									1	lyel	scha												0	0	0
Beryl	100	1	1	1		1				8	120	res-pois		7	15									1	dgrn	lcha												0	0	0
Viridian	100	1	1	10		7				8	120	res-pois		16	20									1	dgrn	lcha												0	0	0
Jade	100	1	1	20		15				8	120	res-pois		21	25									1	cgrn	lcha												0	0	0
Emerald	100	1		30		22				8	120	res-pois		26	30									1	cgrn	lcha												0	0	0
Beryl	100	1	1	1		1				8	120	res-pois		4	8									1	dgrn	mcha												0	0	0
Viridian	100	1	1	16		12				8	120	res-pois		9	12									1	dgrn	mcha												0	0	0
Jade	100	1	1	25		18				8	120	res-pois		13	16									1	cgrn	mcha												0	0	0
Emerald	100	1		35		27				8	120	res-pois		17	20									1	cgrn	mcha												0	0	0
Beryl	100	1	1	1		1				8	120	res-pois		3	5									1	dgrn	scha												0	0	0
Viridian	100	1	1	14		10				8	120	res-pois		6	7									1	dgrn	scha												0	0	0
Jade	100	1	1	27		20				8	120	res-pois		8	9									1	cgrn	scha												0	0	0
Emerald	100	1		40		32				8	120	res-pois		10	11									1	cgrn	scha												0	0	0
Fletcher's	100	1		50		42	ama			7	125	skilltab	0	1	1											lcha												0	0	0
Acrobat's	100	1		50		42	ama			7	125	skilltab	1	1	1											lcha												0	0	0
Harpoonist's	100	1		50		42	ama			7	125	skilltab	2	1	1											lcha												0	0	0
Burning	100	1	1	50		42	sor			7	125	skilltab	3	1	1											lcha												0	0	0
Sparking	100	1	1	50		42	sor			7	125	skilltab	4	1	1											lcha												0	0	0
Chilling	100	1	1	50		42	sor			7	125	skilltab	5	1	1											lcha												0	0	0
Hexing	100	1	1	50		42	nec			7	125	skilltab	6	1	1											lcha												0	0	0
Fungal	100	1	1	50		42	nec			7	125	skilltab	7	1	1											lcha												0	0	0
Graverobber's	100	1	1	50		42	nec			7	125	skilltab	8	1	1											lcha												0	0	0
Lion Branded	100	1	1	50		42	pal			7	125	skilltab	9	1	1											lcha												0	0	0
Captain's	100	1	1	50		42	pal			7	125	skilltab	10	1	1											lcha												0	0	0
Preserver's	100	1	1	50		42	pal			7	125	skilltab	11	1	1											lcha												0	0	0
Expert's	100	1	1	50		42	bar			7	125	skilltab	12	1	1											lcha												0	0	0
Fanatic	100	1	1	50		42	bar			7	125	skilltab	13	1	1											lcha												0	0	0
Sounding	100	1	1	50		42	bar			7	125	skilltab	14	1	1											lcha												0	0	0
Trainer's	100	1	1	50		42	dru			7	125	skilltab	15	1	1											lcha												0	0	0
Spiritual	100	1	1	50		42	dru			7	125	skilltab	16	1	1											lcha												0	0	0
Nature's	100	1	1	50		42	dru			7	125	skilltab	17	1	1											lcha												0	0	0
Entrapping	100	1	1	50		42	ass			7	125	skilltab	18	1	1											lcha												0	0	0
Mentalist's	100	1	1	50		42	ass			7	125	skilltab	19	1	1											lcha												0	0	0
Shogukusha's	100	1	1	50		42	ass			7	125	skilltab	20	1	1											lcha												0	0	0
Snowflake	100	1	1	9		6				8	137	cold-len		25	25	cold-min		1	1	cold-max		2	3	1	dblu	lcha												0	0	0
Shivering	100	1	1	15		11				7	137	cold-len		25	25	cold-min		2	4	cold-max		4	8	1	dblu	lcha												0	0	0
Boreal	100	1	1	30		22				7	137	cold-len		25	25	cold-min		5	7	cold-max		9	15	1	lblu	lcha												0	0	0
Hibernal	100	1	1	45		38				7	137	cold-len		25	25	cold-min		8	13	cold-max		16	25	1	lblu	lcha												0	0	0
Snowflake	100	1	1	18		13				8	137	cold-len		25	25	cold-min		2	3	cold-max		3	5	1	dblu	mcha												0	0	0
Shivering	100	1	1	29		21				7	137	cold-len		25	25	cold-min		4	5	cold-max		6	10	1	dblu	mcha												0	0	0
Boreal	100	1	1	49		41				7	137	cold-len		25	25	cold-min		6	10	cold-max		11	20	1	lblu	mcha												0	0	0
Hibernal	100	1	1	69		61				7	137	cold-len		25	25	cold-min		11	15	cold-max		21	30	1	lblu	mcha												0	0	0
Snowflake	100	1	1	27		20				8	137	cold-len		25	25	cold-min		1	2	cold-max		2	4	1	dblu	scha												0	0	0
Shivering	100	1	1	42		34				7	137	cold-len		25	25	cold-min		3	4	cold-max		5	8	1	dblu	scha												0	0	0
Boreal	100	1	1	66		58				7	137	cold-len		25	25	cold-min		5	7	cold-max		9	14	1	lblu	scha												0	0	0
Hibernal	100	1	1	91		83				7	137	cold-len		25	25	cold-min		8	10	cold-max		15	20	1	lblu	scha												0	0	0
Ember	100	1	1	5		3				8	138	fire-min		1	1	fire-max		2	3					1	dred	lcha												0	0	0
Smoldering	100	1	1	15		11				7	138	fire-min		2	3	fire-max		4	7					1	dred	lcha												0	0	0
Smoking	100	1	1	28		21				7	138	fire-min		4	7	fire-max		8	19					1	lred	lcha												0	0	0
Flaming	100	1	1	43		35				7	138	fire-min		8	18	fire-max		20	36					1	lred	lcha												0	0	0
Ember	100	1	1	13		9				8	138	fire-min		1	1	fire-max		2	3					1	dred	mcha												0	0	0
Smoldering	100	1	1	27		20				7	138	fire-min		2	3	fire-max		4	12					1	dred	mcha												0	0	0
Smoking	100	1	1	47		39				7	138	fire-min		4	9	fire-max		13	27					1	lred	mcha												0	0	0
Flaming	100	1	1	67		59				7	138	fire-min		10	27	fire-max		28	43					1	lred	mcha												0	0	0
Ember	100	1	1	21		15				8	138	fire-min		1	1	fire-max		2	3					1	dred	scha												0	0	0
Smoldering	100	1	1	40		32				7	138	fire-min		2	3	fire-max		4	10					1	dred	scha												0	0	0
Smoking	100	1	1	64		56				7	138	fire-min		4	9	fire-max		11	19					1	lred	scha												0	0	0
Flaming	100	1	1	89		81				7	138	fire-min		10	19	fire-max		20	29					1	lred	scha												0	0	0
Static	100	1	1	7		5				8	139	ltng-min		1	1	ltng-max		4	5					1	lyel	lcha												0	0	0
Glowing	100	1	1	14		10				7	139	ltng-min		1	1	ltng-max		6	17					1	lyel	lcha												0	0	0
Arcing	100	1	1	29		21				7	139	ltng-min		1	1	ltng-max		18	44					1	whit	lcha												0	0	0
Shocking	100	1	1	44		36				7	139	ltng-min		1	1	ltng-max		45	79					1	whit	lcha												0	0	0
Static	100	1	1	14		10				8	139	ltng-min		1	1	ltng-max		5	9					1	lyel	mcha												0	0	0
Glowing	100	1	1	28		20				7	139	ltng-min		1	1	ltng-max		10	26					1	lyel	mcha												0	0	0
Arcing	100	1	1	48		40				7	139	ltng-min		1	1	ltng-max		27	58					1	whit	mcha												0	0	0
Shocking	100	1	1	68		60				7	139	ltng-min		1	1	ltng-max		59	90					1	whit	mcha												0	0	0
Static	100	1	1	23		17				8	139	ltng-min		1	1	ltng-max		6	11					1	lyel	scha												0	0	0
Glowing	100	1	1	41		33				7	139	ltng-min		1	1	ltng-max		12	24					1	lyel	scha												0	0	0
Arcing	100	1	1	65		57				7	139	ltng-min		1	1	ltng-max		25	43					1	whit	scha												0	0	0
Shocking	100	1	1	90		92				7	139	ltng-min		1	1	ltng-max		44	71					1	whit	scha												0	0	0
Septic	100	1	1	1		1				8	140	dmg-pois	75	18	18									1	dgrn	lcha												0	0	0
Envenomed	100	1	1	12		9				7	140	dmg-pois	100	39	39									1	dgrn	lcha												0	0	0
Toxic	100	1	1	27		20				7	140	dmg-pois	125	103	103									1	lgrn	lcha												0	0	0
Pestilent	100	1	1	42		34				7	140	dmg-pois	150	171	171									1	lgrn	lcha												0	0	0
Septic	100	1	1	9		6				8	140	dmg-pois	75	35	35									1	dgrn	mcha												0	0	0
Envenomed	100	1	1	26		19				7	140	dmg-pois	100	77	77									1	dgrn	mcha												0	0	0
Toxic	100	1	1	46		38				7	140	dmg-pois	125	185	185									1	lgrn	mcha												0	0	0
Pestilent	100	1	1	66		58				7	140	dmg-pois	150	299	299									1	lgrn	mcha												0	0	0
Septic	100	1	1	18		13				8	140	dmg-pois	75	52	52									1	dgrn	scha												0	0	0
Envenomed	100	1	1	39		31				7	140	dmg-pois	100	128	128									1	dgrn	scha												0	0	0
Toxic	100	1	1	63		55				7	140	dmg-pois	125	205	205									1	lgrn	scha												0	0	0
Pestilent	100	1	1	88		80				7	140	dmg-pois	150	299	299									1	lgrn	scha												0	0	0
Dazzling	100	1	0	29		25				8	149	regen-mana		9	9									1	lgry	lcha												0	0	0
Fascinating	100	1	0	60		50				9	149	regen-mana		18	18									1	whit	lcha												0	0	0
Dazzling	100	1	0	29		25				8	149	regen-mana		6	6									1	lgry	mcha												0	0	0
Fascinating	100	1	0	60		50				9	149	regen-mana		12	12									1	whit	mcha												0	0	0
Dazzling	100	1	0	29		25				8	149	regen-mana		3	3									1	lgry	scha												0	0	0
Fascinating	100	1	0	60		50				9	149	regen-mana		6	6									1	whit	scha												0	0	0
Guardian's	100	1	1	12		8				2	150	ac/lvl	1											1	lgry	lcha												0	0	0
Guardian's	100	1	1	24		16				2	150	ac/lvl	2											1	lgry	lcha												0	0	0
Guardian's	100	1	1	36		24				2	150	ac/lvl	3											1	lgry	lcha												0	0	0
Guardian's	100	1	1	48		32				2	150	ac/lvl	4											1	lgry	lcha												0	0	0
Guardian's	100	1	1	60		40				2	150	ac/lvl	5											1	lgry	lcha												0	0	0
Guardian's	100	1	1	12		8				2	150	ac/lvl	1											1	lgry	mcha												0	0	0
Guardian's	100	1	1	24		16				2	150	ac/lvl	2											1	lgry	mcha												0	0	0
Guardian's	100	1	1	36		24				2	150	ac/lvl	3											1	lgry	mcha												0	0	0
Guardian's	100	1	1	48		32				2	150	ac/lvl	4											1	lgry	mcha												0	0	0
Guardian's	100	1	1	60		40				2	150	ac/lvl	5											1	lgry	mcha												0	0	0
Guardian's	100	1	1	12		8				2	150	ac/lvl	1											1	lgry	scha												0	0	0
Guardian's	100	1	1	24		16				2	150	ac/lvl	2											1	lgry	scha												0	0	0
Guardian's	100	1	1	36		24				2	150	ac/lvl	3											1	lgry	scha												0	0	0
Guardian's	100	1	1	48		32				2	150	ac/lvl	4											1	lgry	scha												0	0	0
Guardian's	100	1	1	60		40				2	150	ac/lvl	5											1	lgry	scha												0	0	0
Warder's	100	1	1	12		8				2	150	ac/lvl	1											1	dgry	lcha												0	0	0
Warder's	100	1	1	24		16				2	150	ac/lvl	2											1	dgry	lcha												0	0	0
Warder's	100	1	1	36		24				2	150	ac/lvl	3											1	dgry	lcha												0	0	0
Warder's	100	1	1	48		32				2	150	ac/lvl	4											1	dgry	lcha												0	0	0
Warder's	100	1	1	60		40				2	150	ac/lvl	5											1	dgry	lcha												0	0	0
Warder's	100	1	1	12		8				2	150	ac/lvl	1											1	dgry	mcha												0	0	0
Warder's	100	1	1	24		16				2	150	ac/lvl	2											1	dgry	mcha												0	0	0
Warder's	100	1	1	36		24				2	150	ac/lvl	3											1	dgry	mcha												0	0	0
Warder's	100	1	1	48		32				2	150	ac/lvl	4											1	dgry	mcha												0	0	0
Warder's	100	1	1	60		40				2	150	ac/lvl	5											1	dgry	mcha												0	0	0
Warder's	100	1	1	12		8				2	150	ac/lvl	1											1	dgry	scha												0	0	0
Warder's	100	1	1	24		16				2	150	ac/lvl	2											1	dgry	scha												0	0	0
Warder's	100	1	1	36		24				2	150	ac/lvl	3											1	dgry	scha												0	0	0
Warder's	100	1	1	48		32				2	150	ac/lvl	4											1	dgry	scha												0	0	0
Warder's	100	1	1	60		40				2	150	ac/lvl	5											1	dgry	scha												0	0	0
Assailant's	100	1	1	13		8				1	151	dmg/lvl	1											1	cred	lcha												0	0	0
Assailant's	100	1	1	26		16				1	151	dmg/lvl	2											1	cred	lcha												0	0	0
Assailant's	100	1	1	39		24				1	151	dmg/lvl	3											1	cred	lcha												0	0	0
Assailant's	100	1	1	52		32				1	151	dmg/lvl	4											1	cred	lcha												0	0	0
Assailant's	100	1	1	65		40				1	151	dmg/lvl	5											1	cred	lcha												0	0	0
Assailant's	100	1	1	13		8				1	151	dmg/lvl	1											1	cred	mcha												0	0	0
Assailant's	100	1	1	26		16				1	151	dmg/lvl	2											1	cred	mcha												0	0	0
Assailant's	100	1	1	39		24				1	151	dmg/lvl	3											1	cred	mcha												0	0	0
Assailant's	100	1	1	52		32				1	151	dmg/lvl	4											1	cred	mcha												0	0	0
Assailant's	100	1	1	65		40				1	151	dmg/lvl	5											1	cred	mcha												0	0	0
Assailant's	100	1	1	13		8				1	151	dmg/lvl	1											1	cred	scha												0	0	0
Assailant's	100	1	1	26		16				1	151	dmg/lvl	2											1	cred	scha												0	0	0
Assailant's	100	1	1	39		24				1	151	dmg/lvl	3											1	cred	scha												0	0	0
Assailant's	100	1	1	52		32				1	151	dmg/lvl	4											1	cred	scha												0	0	0
Assailant's	100	1	1	65		40				1	151	dmg/lvl	5											1	cred	scha												0	0	0
Assaulter's	100	1	1	13		8				1	151	dmg/lvl	1											1	dred	lcha												0	0	0
Assaulter's	100	1	1	26		16				1	151	dmg/lvl	2											1	dred	lcha												0	0	0
