Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Fireball	100	1	1	36		30				1	48	att-skill	Fire Ball	7	15									1	dred	mele										0	0	0
of Fireball	100	1	1	48		40				1	48	att-skill	Fire Ball	8	20									1	cred	mele										0	0	0
of Fireball	100	1	1	60		50				1	48	att-skill	Fire Ball	9	25									1	cred	mele										0	0	0
of Lightning	100	1	1	10		10				1	48	att-skill	Lightning	5	8									1	dyel	weap										0	0	0
of Lightning	100	1	1	20		20				1	48	att-skill	Lightning	6	15									1	dyel	mele										0	0	0
of Lightning	100	1	1	30		30				1	48	att-skill	Lightning	7	20									1	dyel	mele										0	0	0
of Lightning	100	1	1	40		40				1	48	att-skill	Lightning	8	25									1	lyel	mele										0	0	0
of Lightning	100	1	1	50		50				1	48	att-skill	Lightning	9	30									1	lyel	mele										0	0	0
of Chain Lightning	100	1	1	16		10				1	48	att-skill	Chain Lightning	5	5									1	dyel	weap	ring	amul								0	0	0
of Chain Lightning	100	1	1	32		20				1	48	att-skill	Chain Lightning	6	10									1	dyel	mele	ring	amul								0	0	0
of Chain Lightning	100	1	1	48		30				1	48	att-skill	Chain Lightning	7	15									1	dyel	mele	ring	amul								0	0	0
of Chain Lightning	100	1	1	64		40				1	48	att-skill	Chain Lightning	8	20									1	lyel	mele	ring	amul								0	0	0
of Chain Lightning	100	1	1	80		50				1	48	att-skill	Chain Lightning	9	25									1	lyel	mele	ring	amul								0	0	0
of Glacial Spike	100	1	1	14		10				1	48	att-skill	Glacial Spike	5	5									1	dblu	weap										0	0	0
of Glacial Spike	100	1	1	28		20				1	48	att-skill	Glacial Spike	6	10									1	dblu	mele										0	0	0
of Glacial Spike	100	1	1	42		30				1	48	att-skill	Glacial Spike	7	15									1	dblu	mele										0	0	0
of Glacial Spike	100	1	1	56		40				1	48	att-skill	Glacial Spike	8	20									1	cblu	mele										0	0	0
of Glacial Spike	100	1	1	70		50				1	48	att-skill	Glacial Spike	9	25									1	cblu	mele										0	0	0
of Frozen Orb	100	1	1	16		10				1	48	att-skill	Frozen Orb	5	5									1	dblu	weap										0	0	0
of Frozen Orb	100	1	1	32		20				1	48	att-skill	Frozen Orb	6	10									1	dblu	mele										0	0	0
of Frozen Orb	100	1	1	48		30				1	48	att-skill	Frozen Orb	7	15									1	dblu	mele										0	0	0
of Frozen Orb	100	1	1	64		40				1	48	att-skill	Frozen Orb	8	20									1	cblu	mele										0	0	0
of Frozen Orb	100	1	1	80		50				1	48	att-skill	Frozen Orb	9	25									1	cblu	mele										0	0	0
of Icebolt	100	1	1	10		10				1	49	hit-skill	Ice Bolt	5	8									1	lblu	weap							staf	wand	mana	0	0	0
of Icebolt	100	1	1	20		20				1	49	hit-skill	Ice Bolt	6	15									1	lblu	mele							staf	wand	mana	0	0	0
of Icebolt	100	1	1	30		30				1	49	hit-skill	Ice Bolt	7	20									1	lblu	mele							staf	wand	mana	0	0	0
of Icebolt	100	1	1	40		40				1	49	hit-skill	Ice Bolt	8	25									1	lblu	mele							staf	wand	mana	0	0	0
of Icebolt	100	1	1	50		50				1	49	hit-skill	Ice Bolt	9	30									1	lblu	mele							staf	wand	mana	0	0	0
of Immolation	100	1	1	16		10				1	49	hit-skill	Nova	5	5									1	dred	weap							staf	wand	mana	0	0	0
of Immolation	100	1	1	32		20				1	49	hit-skill	Nova	6	10									1	dred	mele							staf	wand	mana	0	0	0
of Immolation	100	1	1	48		30				1	49	hit-skill	Nova	7	15									1	dred	mele							staf	wand	mana	0	0	0
of Immolation	100	1	1	64		40				1	49	hit-skill	Nova	8	20									1	cred	mele							staf	wand	mana	0	0	0
of Immolation	100	1	1	80		50				1	49	hit-skill	Nova	9	25									1	cred	mele							staf	wand	mana	0	0	0
of Meteor	100	1	1	13		10				1	49	hit-skill	Meteor	5	5									1	dred	weap							staf	wand	mana	0	0	0
of Meteor	100	1	1	26		20				1	49	hit-skill	Meteor	6	10									1	dred	mele							staf	wand	mana	0	0	0
of Meteor	100	1	1	39		30				1	49	hit-skill	Meteor	7	15									1	dred	mele							staf	wand	mana	0	0	0
of Meteor	100	1	1	52		40				1	49	hit-skill	Meteor	8	20									1	cred	mele							staf	wand	mana	0	0	0
of Meteor	100	1	1	65		50				1	49	hit-skill	Meteor	9	25									1	cred	mele							staf	wand	mana	0	0	0
of Blizzard	100	1	1	14		10				1	49	hit-skill	Blizzard	5	5									1	dblu	weap							staf	wand	mana	0	0	0
of Blizzard	100	1	1	28		20				1	49	hit-skill	Blizzard	6	10									1	dblu	mele							staf	wand	mana	0	0	0
of Blizzard	100	1	1	42		30				1	49	hit-skill	Blizzard	7	15									1	dblu	mele							staf	wand	mana	0	0	0
of Blizzard	100	1	1	56		40				1	49	hit-skill	Blizzard	8	20									1	cblu	mele							staf	wand	mana	0	0	0
of Blizzard	100	1	1	70		50				1	49	hit-skill	Blizzard	9	25									1	cblu	mele							staf	wand	mana	0	0	0
of Damage Amplification	100	1	1	12		10				1	49	hit-skill	Amplify Damage	5	4									1	dred	weap							staf	wand	mana	0	0	0
of Damage Amplification	100	1	1	24		20				1	49	hit-skill	Amplify Damage	6	5									1	dred	mele							staf	wand	mana	0	0	0
of Damage Amplification	100	1	1	36		30				1	49	hit-skill	Amplify Damage	7	6									1	dred	mele							staf	wand	mana	0	0	0
of Damage Amplification	100	1	1	48		40				1	49	hit-skill	Amplify Damage	8	7									1	cred	mele							staf	wand	mana	0	0	0
of Damage Amplification	100	1	1	60		50				1	49	hit-skill	Amplify Damage	9	8									1	cred	mele							staf	wand	mana	0	0	0
GetHit-Skill Suffixes																																				0	0	0
of Charged Shield	100	1	1	10		10				1	50	gethit-skill	Charged Bolt	5	8									1	dyel	armo	ring	amul								0	0	0
of Charged Shield	100	1	1	20		20				1	50	gethit-skill	Charged Bolt	6	15									1	dyel	armo	ring	amul								0	0	0
of Charged Shield	100	1	1	30		30				1	50	gethit-skill	Charged Bolt	7	20									1	dyel	armo	ring	amul								0	0	0
of Charged Shield	100	1	1	40		40				1	50	gethit-skill	Charged Bolt	8	25									1	lyel	armo	ring	amul								0	0	0
of Charged Shield	100	1	1	50		50				1	50	gethit-skill	Charged Bolt	9	30									1	lyel	armo	ring	amul								0	0	0
of Frozen Armor	100	1	1	10		10				1	50	gethit-skill	Frozen Armor	5	5									1	dblu											0	0	0
of Frozen Armor	100	1	1	20		20				1	50	gethit-skill	Frozen Armor	6	10									1	dblu											0	0	0
of Frozen Armor	100	1	1	30		30				1	50	gethit-skill	Frozen Armor	7	15									1	dblu											0	0	0
of Frozen Armor	100	1	1	40		40				1	50	gethit-skill	Frozen Armor	8	20									1	cblu											0	0	0
of Frozen Armor	100	1	1	50		50				1	50	gethit-skill	Frozen Armor	9	25									1	cblu											0	0	0
of Static Field	100	1	1	14		10				1	50	gethit-skill	Static Field	5	5									1	dyel											0	0	0
of Static Field	100	1	1	28		20				1	50	gethit-skill	Static Field	6	10									1	dyel											0	0	0
of Static Field	100	1	1	42		30				1	50	gethit-skill	Static Field	7	15									1	dyel											0	0	0
of Static Field	100	1	1	56		40				1	50	gethit-skill	Static Field	8	20									1	lyel											0	0	0
of Static Field	100	1	1	70		50				1	50	gethit-skill	Static Field	9	25									1	lyel											0	0	0
of Frost Shield	100	1	1	12		10				1	50	gethit-skill	Frost Nova	5	5									1	lblu	armo	amul									0	0	0
of Frost Shield	100	1	1	24		20				1	50	gethit-skill	Frost Nova	6	10									1	lblu	armo	amul									0	0	0
of Frost Shield	100	1	1	36		30				1	50	gethit-skill	Frost Nova	7	15									1	lblu	armo	amul									0	0	0
of Frost Shield	100	1	1	48		40				1	50	gethit-skill	Frost Nova	8	20									1	lblu	armo	amul									0	0	0
of Frost Shield	100	1	1	60		50				1	50	gethit-skill	Frost Nova	9	25									1	lblu	armo	amul									0	0	0
of Fire Shield	100	1	1	16		10				1	50	gethit-skill	Nova	5	5									1	cblu	armo	ring 									0	0	0
of Fire Shield	100	1	1	32		20				1	50	gethit-skill	Nova	6	10									1	cblu	armo	ring 									0	0	0
of Fire Shield	100	1	1	48		30				1	50	gethit-skill	Nova	7	15									1	cblu	armo	ring 									0	0	0
of Fire Shield	100	1	1	64		40				1	50	gethit-skill	Nova	8	20									1	cblu	armo	ring 									0	0	0
of Fire Shield	100	1	1	80		50				1	50	gethit-skill	Nova	9	25									1	cblu	armo	ring 									0	0	0
of Teleport Shield	100	1	1	11		10				1	50	gethit-skill	Teleport	5	3									1	whit	armo	ring	amul								0	0	0
of Teleport Shield	100		1	22		20				1	50																									0	0	0
of Teleport Shield	100		1	33		30				1	50																									0	0	0
of Teleport Shield	100		1	44		40				1	50																									0	0	0
of Teleport Shield	100		1	55		50				1	50																									0	0	0
of Meteor Shower	100	1	1	16		10				1	50	gethit-skill	Thunder Storm	5	5									1	dred											0	0	0
of Meteor Shower	100	1	1	32		20				1	50	gethit-skill	Thunder Storm	6	10									1	dred											0	0	0
of Meteor Shower	100	1	1	48		30				1	50	gethit-skill	Thunder Storm	7	15									1	dred											0	0	0
of Meteor Shower	100	1	1	64		40				1	50	gethit-skill	Thunder Storm	8	20									1	cred											0	0	0
of Meteor Shower	100	1	1	80		50				1	50	gethit-skill	Thunder Storm	9	25									1	cred											0	0	0
of Energy Shield	100	1	1	16		10				1	50	gethit-skill	Energy Shield	5	3									1	dyel											0	0	0
of Energy Shield	100	1	1	32		20				1	50	gethit-skill	Energy Shield	6	6									1	dyel											0	0	0
of Energy Shield	100	1	1	48		30				1	50	gethit-skill	Energy Shield	7	9									1	dyel											0	0	0
of Energy Shield	100	1	1	64		40				1	50	gethit-skill	Energy Shield	8	12									1	lyel											0	0	0
of Energy Shield	100	1	1	80		50				1	50	gethit-skill	Energy Shield	9	15									1	lyel											0	0	0
of Chilling Armor	100	1	1	12		10				1	50	gethit-skill	Chilling Armor	5	5									1	dblu											0	0	0
of Chilling Armor	100	1	1	24		20				1	50	gethit-skill	Chilling Armor	6	10									1	dblu											0	0	0
of Chilling Armor	100	1	1	36		30				1	50	gethit-skill	Chilling Armor	7	15									1	dblu											0	0	0
of Chilling Armor	100	1	1	48		40				1	50	gethit-skill	Chilling Armor	8	20									1	cblu											0	0	0
of Chilling Armor	100	1	1	60		50				1	50	gethit-skill	Chilling Armor	9	25									1	cblu											0	0	0
of Hydra Shield	100	1	1	12		10				1	50	gethit-skill	Hydra	5	5									1	dyel	amul										0	0	0
of Hydra Shield	100	1	1	24		20				1	50	gethit-skill	Hydra	6	10									1	dyel	amul										0	0	0
of Hydra Shield	100	1	1	36		30				1	50	gethit-skill	Hydra	7	15									1	dyel	amul										0	0	0
of Hydra Shield	100	1	1	48		40				1	50	gethit-skill	Hydra	8	20									1	lyel	amul										0	0	0
of Hydra Shield	100	1	1	60		50				1	50	gethit-skill	Hydra	9	25									1	lyel	amul										0	0	0
Charged Suffixes																																				0	0	0
of Magic Arrows	100		1	12		11		ama	1	1	51	charged	Magic Arrow	-30	-10									1	whit	miss	abow									0	0	0
of Magic Arrows	100		1	35		28		ama	3	1	51	charged	Magic Arrow	-20	-6									1	whit	glov										0	0	0
of Magic Arrows	100		1	12		11		ama	1	1	51	charged	Magic Arrow	-30	-10									1	whit	miss	abow									0	0	0
of Magic Arrows	100		1	35		28		ama	3	1	51	charged	Magic Arrow	-20	-6									1	whit	glov										0	0	0
of Magic Arrows	100		1	12		11		ama	1	1	51	charged	Magic Arrow	-30	-10									1	whit	miss	abow									0	0	0
of Magic Arrows	100		1	35		28		ama	3	1	51	charged	Magic Arrow	-20	-6									1	whit	glov										0	0	0
of Cold Arrows	100		1	13		12		ama	1	1	51	charged	Fire Arrow	-30	-10									1	dred	miss	abow									0	0	0
of Cold Arrows	100		1	40		32		ama	3	1	51	charged	Fire Arrow	-20	-6									1	dred	glov										0	0	0
of Cold Arrows	100		1	13		12		ama	1	1	51	charged	Fire Arrow	-30	-10									1	dred	miss	abow									0	0	0
of Cold Arrows	100		1	40		32		ama	3	1	51	charged	Fire Arrow	-20	-6									1	dred	glov										0	0	0
of Cold Arrows	100		1	13		12		ama	1	1	51	charged	Fire Arrow	-30	-10									1	cred	miss	abow									0	0	0
of Cold Arrows	100		1	40		32		ama	3	1	51	charged	Fire Arrow	-20	-6									1	cred	glov										0	0	0
of Inner Sight	100		1	18		14		ama	2	1	51	charged	Inner Sight	-30	-6									1	lpur	amul	amaz	circ								0	0	0
of Inner Sight	100		1	50		42		ama	5	1	51	charged	Inner Sight	-20	-4									1	lpur	glov										0	0	0
of Inner Sight	100		1	18		14		ama	2	1	51	charged	Inner Sight	-30	-6									1	lpur	amul	amaz	circ								0	0	0
of Inner Sight	100		1	50		42		ama	5	1	51	charged	Inner Sight	-20	-4									1	lpur	glov										0	0	0
of Inner Sight	100		1	18		14		ama	2	1	51	charged	Inner Sight	-30	-6									1	dpur	amul	amaz	circ								0	0	0
of Inner Sight	100		1	50		42		ama	5	1	51	charged	Inner Sight	-20	-4									1	dpur	glov										0	0	0
of Jabbing	100		1	24		18		ama	3	1	51	charged	Jab	-60	-7									1	oran	spea	aspe									0	0	0
of Jabbing	100		1	50		42		ama	5	1	51	charged	Jab	-20	-4									1	oran	glov										0	0	0
of Jabbing	100		1	24		18		ama	3	1	51	charged	Jab	-60	-7									1	oran	spea	aspe									0	0	0
of Jabbing	100		1	50		42		ama	5	1	51	charged	Jab	-20	-4									1	oran	glov										0	0	0
of Jabbing	100		1	24		18		ama	3	1	51	charged	Jab	-60	-7									1	oran	spea	aspe									0	0	0
of Jabbing	100		1	50		42		ama	5	1	51	charged	Jab	-20	-4									1	oran	glov										0	0	0
of Poison Arrows	100		1	15		16		ama	6	1	51	charged	Cold Arrow	-30	-8									1	dgrn	miss	abow									0	0	0
of Poison Arrows	100		1	47		39		ama	9	1	51	charged	Cold Arrow	-20	-5									1	dgrn	glov										0	0	0
of Poison Arrows	100		1	15		16		ama	6	1	51	charged	Cold Arrow	-30	-8									1	dgrn	miss	abow									0	0	0
of Poison Arrows	100		1	47		39		ama	9	1	51	charged	Cold Arrow	-20	-5									1	dgrn	glov										0	0	0
of Poison Arrows	100		1	15		16		ama	6	1	51	charged	Cold Arrow	-30	-8									1	cgrn	miss	abow									0	0	0
of Poison Arrows	100		1	47		39		ama	9	1	51	charged	Cold Arrow	-20	-5									1	cgrn	glov										0	0	0
of Multiple Shot	100		1	18		19		ama	6	1	51	charged	Multiple Shot	-30	-8									1	dred	miss	abow									0	0	0
of Multiple Shot	100		1	63		55		ama	12	1	51	charged	Multiple Shot	-20	-4									1	dred	glov										0	0	0
of Multiple Shot	100		1	18		19		ama	6	1	51	charged	Multiple Shot	-30	-8									1	dred	miss	abow									0	0	0
of Multiple Shot	100		1	63		55		ama	12	1	51	charged	Multiple Shot	-20	-4									1	dred	glov										0	0	0
of Multiple Shot	100		1	18		19		ama	6	1	51	charged	Multiple Shot	-30	-8									1	oran	miss	abow									0	0	0
of Multiple Shot	100		1	63		55		ama	12	1	51	charged	Multiple Shot	-20	-4									1	oran	glov										0	0	0
of Power Strike	100		1	12		13		ama	6	1	51	charged	Power Strike	-60	-6									1	dred	spea	aspe									0	0	0
of Power Strike	100		1	55		47		ama	9	1	51	charged	Power Strike	-20	-4									1	dred	glov										0	0	0
of Power Strike	100		1	12		13		ama	6	1	51	charged	Power Strike	-60	-6									1	dred	spea	aspe									0	0	0
of Power Strike	100		1	55		47		ama	9	1	51	charged	Power Strike	-20	-4									1	dred	glov										0	0	0
of Power Strike	100		1	12		13		ama	6	1	51	charged	Power Strike	-60	-6									1	cred	spea	aspe									0	0	0
of Power Strike	100		1	55		47		ama	9	1	51	charged	Power Strike	-20	-4									1	cred	glov										0	0	0
of Pyre Jab	100		1	17		18		ama	6	1	51	charged	Poison Javelin	-60	-6									1	dgrn	amul	circ									0	0	0
of Pyre Jab	100		1	67		59		ama	13	1	51	charged	Poison Javelin	-20	-3									1	dgrn	glov										0	0	0
of Pyre Jab	100		1	17		18		ama	6	1	51	charged	Poison Javelin	-60	-6									1	dgrn	amul	circ									0	0	0
of Pyre Jab	100		1	67		59		ama	13	1	51	charged	Poison Javelin	-20	-3									1	dgrn	glov										0	0	0
of Pyre Jab	100		1	17		18		ama	6	1	51	charged	Poison Javelin	-60	-6									1	cgrn	amul	circ									0	0	0
of Pyre Jab	100		1	67		59		ama	13	1	51	charged	Poison Javelin	-20	-3									1	cgrn	glov										0	0	0
of Exploding Arrows	100		1	30		26		ama	12	1	51	charged	Exploding Arrow	-30	-6									1	dred	miss	abow									0	0	0
of Exploding Arrows	100		1	69		61		ama	17	1	51	charged	Exploding Arrow	-20	-4									1	dred	glov										0	0	0
of Exploding Arrows	100		1	30		26		ama	12	1	51	charged	Exploding Arrow	-30	-6									1	dred	miss	abow									0	0	0
of Exploding Arrows	100		1	69		61		ama	17	1	51	charged	Exploding Arrow	-20	-4									1	dred	glov										0	0	0
of Exploding Arrows	100		1	30		26		ama	12	1	51	charged	Exploding Arrow	-30	-6									1	cred	miss	abow									0	0	0
of Exploding Arrows	100		1	69		61		ama	17	1	51	charged	Exploding Arrow	-20	-4									1	cred	glov										0	0	0
of Slow Missiles	100		1	33		27		ama	12	1	51	charged	Slow Missiles	-30	-5									1	dgry	amaz										0	0	0
of Slow Missiles	100		1	68		60		ama	15	1	51	charged	Slow Missiles	-20	-3									1	dgry	glov	amul									0	0	0
of Slow Missiles	100		1	33		27		ama	12	1	51	charged	Slow Missiles	-30	-5									1	dgry	amaz										0	0	0
of Slow Missiles	100		1	68		60		ama	15	1	51	charged	Slow Missiles	-20	-3									1	dgry	glov	amul									0	0	0
of Slow Missiles	100		1	33		27		ama	12	1	51	charged	Slow Missiles	-30	-5									1	blac	amaz										0	0	0
of Slow Missiles	100		1	68		60		ama	15	1	51	charged	Slow Missiles	-20	-3									1	blac	glov	amul									0	0	0
of Impaling Strike	100		1	24		18		ama	12	1	51	charged	Impale	-60	-6									1	dred	spea	aspe									0	0	0
of Impaling Strike	100		1	59		51		ama	15	1	51	charged	Impale	-20	-4									1	dred	glov										0	0	0
of Impaling Strike	100		1	24		18		ama	12	1	51	charged	Impale	-60	-6									1	dred	spea	aspe									0	0	0
of Impaling Strike	100		1	59		51		ama	15	1	51	charged	Impale	-20	-4									1	dred	glov										0	0	0
of Impaling Strike	100		1	24		18		ama	12	1	51	charged	Impale	-60	-6									1	cred	spea	aspe									0	0	0
of Impaling Strike	100		1	59		51		ama	15	1	51	charged	Impale	-20	-4									1	cred	glov										0	0	0
of Frost Javelin	100		1	25		18		ama	12	1	51	charged	Lightning Bolt	-60	-6									1	dblu	amul	circ									0	0	0
of Frost Javelin	100		1	70		62		ama	17	1	51	charged	Lightning Bolt	-20	-3									1	dblu	glov										0	0	0
of Frost Javelin	100		1	25		18		ama	12	1	51	charged	Lightning Bolt	-60	-6									1	dblu	amul	circ									0	0	0
of Frost Javelin	100		1	70		62		ama	17	1	51	charged	Lightning Bolt	-20	-3									1	dblu	glov										0	0	0
of Frost Javelin	100		1	25		18		ama	12	1	51	charged	Lightning Bolt	-60	-6									1	cblu	amul	circ									0	0	0
of Frost Javelin	100		1	70		62		ama	17	1	51	charged	Lightning Bolt	-20	-3									1	cblu	glov										0	0	0
of Lightning Arrows	100		1	36		28		ama	18	1	51	charged	Ice Arrow	-30	-5									1	dyel	miss	abow									0	0	0
of Lightning Arrows	100		1	72		64		ama	22	1	51	charged	Ice Arrow	-20	-3									1	dyel	glov										0	0	0
of Lightning Arrows	100		1	36		28		ama	18	1	51	charged	Ice Arrow	-30	-5									1	dyel	miss	abow									0	0	0
of Lightning Arrows	100		1	72		64		ama	22	1	51	charged	Ice Arrow	-20	-3									1	dyel	glov										0	0	0
of Lightning Arrows	100		1	36		28		ama	18	1	51	charged	Ice Arrow	-30	-5									1	lyel	miss	abow									0	0	0
of Lightning Arrows	100		1	72		64		ama	22	1	51	charged	Ice Arrow	-20	-3									1	lyel	glov										0	0	0
of Guided Arrows	100		1	34		26		ama	18	1	51	charged	Guided Arrow	-30	-5									1	oran	miss	abow									0	0	0
of Guided Arrows	100		1	69		61		ama	21	1	51	charged	Guided Arrow	-20	-3									1	oran	glov										0	0	0
of Guided Arrows	100		1	34		26		ama	18	1	51	charged	Guided Arrow	-30	-5									1	oran	miss	abow									0	0	0
of Guided Arrows	100		1	69		61		ama	21	1	51	charged	Guided Arrow	-20	-3									1	oran	glov										0	0	0
of Guided Arrows	100		1	34		26		ama	18	1	51	charged	Guided Arrow	-30	-5									1	oran	miss	abow									0	0	0
of Guided Arrows	100		1	69		61		ama	21	1	51	charged	Guided Arrow	-20	-3									1	oran	glov										0	0	0
of Shadow Strike	100		1	33		25		ama	18	1	51	charged	Charged Strike	-60	-5									1	whit	spea	aspe									0	0	0
of Shadow Strike	100		1	68		60		ama	21	1	51	charged	Charged Strike	-20	-3									1	whit	glov										0	0	0
of Shadow Strike	100		1	33		25		ama	18	1	51	charged	Charged Strike	-60	-5									1	whit	spea	aspe									0	0	0
of Shadow Strike	100		1	68		60		ama	21	1	51	charged	Charged Strike	-20	-3									1	whit	glov										0	0	0
of Shadow Strike	100		1	33		25		ama	18	1	51	charged	Charged Strike	-60	-5									1	whit	spea	aspe									0	0	0
of Shadow Strike	100		1	68		60		ama	21	1	51	charged	Charged Strike	-20	-3									1	whit	glov										0	0	0
of Plague Jab	100		1	35		27		ama	18	1	51	charged	Plague Javelin	-60	-5									1	dgrn	amul	circ									0	0	0
of Plague Jab	100		1	71		63		ama	22	1	51	charged	Plague Javelin	-20	-3									1	dgrn	glov										0	0	0
of Plague Jab	100		1	35		27		ama	18	1	51	charged	Plague Javelin	-60	-5									1	dgrn	amul	circ									0	0	0
of Plague Jab	100		1	71		63		ama	22	1	51	charged	Plague Javelin	-20	-3									1	dgrn	glov										0	0	0
of Plague Jab	100		1	35		27		ama	18	1	51	charged	Plague Javelin	-60	-5									1	cgrn	amul	circ									0	0	0
of Plague Jab	100		1	71		63		ama	22	1	51	charged	Plague Javelin	-20	-3									1	cgrn	glov										0	0	0
of Immolating Arrows	100		1	42		36		ama	24	1	51	charged	Nova	-30	-4									1	dred	miss	abow									0	0	0
of Immolating Arrows	100		1	85		77		ama	27	1	51	charged	Nova	-20	-2									1	dred	glov										0	0	0
of Immolating Arrows	100		1	42		36		ama	24	1	51	charged	Nova	-30	-4									1	dred	miss	abow									0	0	0
of Immolating Arrows	100		1	85		77		ama	27	1	51	charged	Nova	-20	-2									1	dred	glov										0	0	0
of Immolating Arrows	100		1	42		36		ama	24	1	51	charged	Nova	-30	-4									1	cred	miss	abow									0	0	0
of Immolating Arrows	100		1	85		77		ama	27	1	51	charged	Nova	-20	-2									1	cred	glov										0	0	0
of Fending	100		1	41		35		ama	24	1	51	charged	Fend	-60	-5									1	lgry	spea	aspe									0	0	0
of Fending	100		1	83		75		ama	26	1	51	charged	Fend	-20	-3									1	lgry	glov										0	0	0
of Fending	100		1	41		35		ama	24	1	51	charged	Fend	-60	-5									1	lgry	spea	aspe									0	0	0
of Fending	100		1	83		75		ama	26	1	51	charged	Fend	-20	-3									1	lgry	glov										0	0	0
of Fending	100		1	41		35		ama	24	1	51	charged	Fend	-60	-5									1	dgry	spea	aspe									0	0	0
of Fending	100		1	83		75		ama	26	1	51	charged	Fend	-20	-3									1	dgry	glov										0	0	0
of Freezing Arrows	100		1	50		42		ama	30	1	51	charged	Freezing Arrow	-30	-4									1	dblu	miss	abow									0	0	0
of Freezing Arrows	100		1	94		86		ama	33	1	51	charged	Freezing Arrow	-20	-2									1	dblu	glov										0	0	0
of Freezing Arrows	100		1	50		42		ama	30	1	51	charged	Freezing Arrow	-30	-4									1	dblu	miss	abow									0	0	0
of Freezing Arrows	100		1	94		86		ama	33	1	51	charged	Freezing Arrow	-20	-2									1	dblu	glov										0	0	0
of Freezing Arrows	100		1	50		42		ama	30	1	51	charged	Freezing Arrow	-30	-4									1	cblu	miss	abow									0	0	0
of Freezing Arrows	100		1	94		86		ama	33	1	51	charged	Freezing Arrow	-20	-2									1	cblu	glov										0	0	0
of Lightning Strike	100		1	47		39		ama	30	1	51	charged	Lightning Strike	-60	-4									1	dyel	spea	aspe									0	0	0
of Lightning Strike	100		1	90		82		ama	32	1	51	charged	Lightning Strike	-20	-2									1	dyel	glov										0	0	0
of Lightning Strike	100		1	47		39		ama	30	1	51	charged	Lightning Strike	-60	-4									1	dyel	spea	aspe									0	0	0
of Lightning Strike	100		1	90		82		ama	32	1	51	charged	Lightning Strike	-20	-2									1	dyel	glov										0	0	0
of Lightning Strike	100		1	47		39		ama	30	1	51	charged	Lightning Strike	-60	-4									1	lyel	spea	aspe									0	0	0
of Lightning Strike	100		1	90		82		ama	32	1	51	charged	Lightning Strike	-20	-2									1	lyel	glov										0	0	0
of Lightning Fury	100		1	49		41		ama	30	1	51	charged	Lightning Fury	-60	-4									1	dyel	amul	circ									0	0	0
of Lightning Fury	100		1	92		84		ama	33	1	51	charged	Lightning Fury	-20	-2									1	dyel	glov										0	0	0
of Lightning Fury	100		1	49		41		ama	30	1	51	charged	Lightning Fury	-60	-4									1	dyel	amul	circ									0	0	0
of Lightning Fury	100		1	92		84		ama	33	1	51	charged	Lightning Fury	-20	-2									1	dyel	glov										0	0	0
of Lightning Fury	100		1	49		41		ama	30	1	51	charged	Lightning Fury	-60	-4									1	lyel	amul	circ									0	0	0
of Lightning Fury	100		1	92		84		ama	33	1	51	charged	Lightning Fury	-20	-2									1	lyel	glov										0	0	0
of Fire Bolts	100		1	7		7		sor	1	1	51	charged	Fire Bolt	-30	-10									1	dred	staf	mana									0	0	0
of Fire Bolts	100		1	14		14		sor	1	1	51	charged	Fire Bolt	-20	-6									1	dred	swor	ring	circ								0	0	0
of Fire Bolts	100		1	7		7		sor	1	1	51	charged	Fire Bolt	-30	-10									1	dred	staf	mana									0	0	0
of Fire Bolts	100		1	14		14		sor	1	1	51	charged	Fire Bolt	-20	-6									1	dred	swor	ring	circ								0	0	0
of Fire Bolts	100		1	7		7		sor	1	1	51	charged	Fire Bolt	-30	-10									1	cred	staf	mana									0	0	0
of Fire Bolts	100		1	14		14		sor	1	1	51	charged	Fire Bolt	-20	-6									1	cred	swor	ring	circ								0	0	0
of Charged Bolts	100		1	7		7		sor	1	1	51	charged	Charged Bolt	-30	-10									1	dyel	staf	mana									0	0	0
of Charged Bolts	100		1	14		14		sor	1	1	51	charged	Charged Bolt	-20	-6									1	dyel	hamm	mace	scep	ring	circ						0	0	0
of Charged Bolts	100		1	7		7		sor	1	1	51	charged	Charged Bolt	-30	-10									1	dyel	staf	mana									0	0	0
of Charged Bolts	100		1	14		14		sor	1	1	51	charged	Charged Bolt	-20	-6									1	dyel	hamm	mace	scep	ring	circ						0	0	0
of Charged Bolts	100		1	7		7		sor	1	1	51	charged	Charged Bolt	-30	-10									1	lyel	staf	mana									0	0	0
of Charged Bolts	100		1	14		14		sor	1	1	51	charged	Charged Bolt	-20	-6									1	lyel	hamm	mace	scep	ring	circ						0	0	0
of Ice Bolts	100		1	7		7		sor	1	1	51	charged	Ice Bolt	-30	-10									1	dblu	staf	mana									0	0	0
of Ice Bolts	100		1	14		14		sor	1	1	51	charged	Ice Bolt	-20	-6									1	dblu	knif										0	0	0
of Ice Bolts	100		1	7		7		sor	1	1	51	charged	Ice Bolt	-30	-10									1	dblu	staf	mana									0	0	0
of Ice Bolts	100		1	14		14		sor	1	1	51	charged	Ice Bolt	-20	-6									1	dblu	knif										0	0	0
