name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Summoner's Cloak	0	0	1	1	90	104	0	0	30	0	20	0	29	25	7500	200000	xlk	xlk		310	qlt	qlt	clk	xlk	ylk	0	1	2	3	1	3	1	flpqlt	invclk									0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Enchanted Cloak	0	0	1	1	175	199	0	0	40	0	20	0	54	50	11250	1885000	ylk	ylk		310	qlt	qlt	clk	xlk	ylk	0	1	2	3	1	3	1	flpqlt	invclk									0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Robe	0	0	1	1	8	10	0	0	15	0	20	0	22	0	21246	7500	rob	rob		309	qlt	qlt	rob	xrb	yrb	0	1	2	3	1	4	1	flpqlt	invrob									0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255			2	1	0	xrb	yrb	0	0	1
Mage Robe	0	0	1	1	40	50	0	0	30	0	20	0	47	25	76062	212500	xrb	xrb		309	qlt	qlt	rob	xrb	yrb	0	1	2	3	1	5	1	flpqlt	invxrb									0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Archmage Robe	0	0	1	1	80	100	0	0	40	0	20	0	72	65	114094	2250000	yrb	yrb		309	qlt	qlt	rob	xrb	yrb	0	1	2	3	1	6	1	flpqlt	invxrb									0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Spirit Crown	0	0	2	1	20	20	0	0	25	0	40	1	14	12	23000	75000	eht	eht		303	lit	lit	eht	xht	yht	0	0	2	2	1	2	1	flpcrn	inveht		invvega							0	0	0	0	0	helm		item_gem	12	item_gem	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255			0	1	0	xht	yht	0	0	1
Ethereal Crown	0	0	2	1	50	75	0	0	15	0	40	1	39	25	35000	450000	xht	xht		303	lit	lit	eht	xht	yht	0	0	2	2	1	3	1	flpcrn	inveht									0	0	0	0	0	helm		item_gem	12	item_gem	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	1	0	xxx	xxx	0	0	1
Enchanted Crown	0	0	2	1	95	105	0	0	20	0	40	1	64	60	58000	1042170	yht	yht		303	lit	lit	eht	xht	yht	0	0	2	2	1	4	1	flpcrn	inveht									0	0	0	0	0	helm		item_gem	12	item_gem	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	1	0	xxx	xxx	0	0	1
Hood	0	0	1	1	65	83	0	0	40	0	12	0	58	43	56307	503591	yap	yap			cap	cap	cap	xap	yap	0	0	2	2	1	4	1	flpcap	invcap									0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Fedora	0	0	1	1	75	95	0	0	90	0	18	0	63	47	62739	568276	ykp	ykp			skp	skp	skp	xkp	ykp	0	0	2	2	1	4	1	flpfhl	invykp									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Guardian Helm	0	0	1	1	85	107	0	0	120	0	24	0	68	51	69940	671703	ylm	ylm			hlm	hlm	hlm	xlm	ylm	0	0	2	2	1	4	1	flphlm	invylm	invhlmu								0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Gladiator Helm	0	0	2	1	105	129	0	0	105	0	30	0	54	40	57806	757863	yhl	yhl			fhl	fhl	fhl	xhl	yhl	0	0	2	2	1	4	1	flpfhl	invfhlu	invfhlu	invfhlu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Tusk Helm	0	0	2	1	135	165	0	0	145	0	40	0	79	59	87168	920880	yhm	yhm			ghm	ghm	ghm	xhm	yhm	0	0	2	2	1	4	1	flpghm	invghm									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Royal Crown	0	0	2	1	145	177	0	0	130	0	50	0	85	66	94770	1042170	yrn	yrn			crn	crn	crn	xrn	yrn	0	0	2	2	1	4	1	flpcrn	invxrn									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Devil Mask	0	0	3	1	115	141	0	0	110	0	20	0	74	55	76578	799703	ysk	ysk			bhm	msk	msk	xsk	ysk	0	0	2	2	1	4	1	flpmsk	invmsk									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Padded Armor	0	0	1	1	200	226	0	0	80	0	20	0	65	49	218357	1685148	yui	yui			qlt	qlt	qui	xui	yui	0	1	2	3	1	6	2	flpqlt	invqlt							1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Viper Skin	0	0	1	1	227	255	0	0	90	0	24	0	67	50	226927	1785276	yea	yea			lea	lea	lea	xea	yea	0	1	2	3	1	6	2	flplea	invlea					1		1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Demon Carapace	0	0	1	1	256	286	0	0	100	0	28	0	68	51	232573	1891607	yla	yla			hla	hla	hla	xla	yla	0	1	2	3	1	6	2	flphla	invxla		invflesh	1	1	1		1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Gemstoned Armor	0	0	1	1	287	319	0	0	80	0	32	0	70	53	243050	2059887	ytu	ytu			stu	stu	stu	xtu	ytu	0	1	2	3	1	6	2	flpstu	invxtuu	invxtuu	invxtuu	1			1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Heavy Mail	0	0	1	1	320	354	0	5	95	0	26	0	72	54	254435	2243423	yng	yng			rng	rng	rng	xng	yng	0	1	2	3	1	6	2	flprng	invrng					1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Dragon Scale	0	0	1	1	355	391	0	10	110	0	36	0	73	55	262166	2382039	ycl	ycl			scl	scl	scl	xcl	ycl	0	1	2	3	1	6	2	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Chain Shirt	0	0	1	1	392	430	0	5	115	0	45	0	62	47	227700	2536340	yhn	yhn			chn	chn	chn	xhn	yhn	0	1	2	3	1	6	2	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Chest Guard	0	0	2	1	431	471	1	0	85	0	50	0	75	56	272206	2676189	yrs	yrs			brs	brs	brs	xrs	yrs	0	1	2	3	1	6	2	flpbrs	invxrs	invxrss	invxrss			2		2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Demon Fleece	0	0	1	1	472	516	0	5	125	0	30	0	76	57	285351	2882894	ypl	ypl			spl	spl	spl	xpl	ypl	0	1	2	3	1	6	2	flpspl	invxpl		invypls	1	1	2	1	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Plated Cuirass	0	0	1	1	564	612	0	10	150	0	60	0	78	59	300130	3197721	ylt	ylt			plt	plt	plt	xlt	ylt	0	1	2	3	1	6	2	flpplt	invxlt			2	2	2	2	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Combat Plate	0	0	3	1	613	663	2	5	130	0	48	0	81	61	308015	3411990	yld	yld			fld	fld	fld	xld	yld	0	1	2	3	1	6	2	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Royal Armor	0	0	3	1	664	716	0	5	160	0	55	0	82	62	323094	3803464	yth	yth			gth	gth	gth	xth	yth	0	1	2	3	1	6	2	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Ceremonial Armor	0	0	1	1	772	828	2	10	175	0	70	0	83	64	336644	4274953	yul	yul			ful	ful	ful	xul	yul	0	1	2	3	1	6	2	flpful	invfulu			2	2	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Archaic Armor	0	0	4	1	888	948	5	5	215	0	60	0	85	66	373558	4872212	yar	yar			aar	aar	aar	xar	yar	0	1	2	3	1	6	2	flpaar	invaaru	invaaru	invaaru	1	2	2	2	2		0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Archmage Plate	0	0	2	1	517	563	1	0	110	0	60	0	84	63	317526	3851372	ytp	ytp			ltp	ltp	ltp	xtp	ytp	0	1	2	3	1	6	2	flpltp	invltp			2		1	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Petrified Buckler	0	0	1	1	80	98	0	0	80	22	88	0	58	43	48303	385227	yuc	yuc			buc	buc	buc	xuc	yuc	0	7	2	2	1	4	2	flpbuc	invbucu	invbucu	invbucu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	16	30			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Desert Shield	0	0	1	1	90	110	0	0	110	20	84	0	61	45	57189	436543	yml	yml			buc	buc	sml	xml	yml	0	7	2	2	1	4	2	flpsml	invsmlu	invxmlu	invxmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	17	29			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Giant Buckler	0	0	1	1	100	122	0	5	90	24	82	0	64	48	65914	514278	yrg	yrg			lrg	lrg	lrg	xrg	yrg	0	7	2	3	1	4	2	flplrg	invxrg	invxrgu	invxrgu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	14	32			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Military Shield	0	0	2	1	120	146	0	0	115	22	86	0	72	54	81896	576154	yit	yit			kit	kit	kit	xit	yit	0	7	2	3	1	4	2	flpkit	invxit	invyitu	invkitu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	12	34			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Royal Guard	0	0	2	1	140	170	1	10	170	24	92	0	79	59	97701	693568	yow	yow			tow	tow	tow	xow	yow	0	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	18	28			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Body Shield	0	0	3	1	160	194	0	5	140	24	100	0	84	63	109635	856602	yts	yts			kit	kit	gts	xts	yts	0	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	11	35			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Spellcaster Gloves	0	0	1	1	40	58	0	0	40	0	12	0	57	42	26920	269938	ylg	ylg			lgl	lgl	lgl	xlg	ylg	0	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Viper Hands	0	0	1	1	50	70	0	0	40	0	14	0	63	47	30862	306103	yvg	yvg			vgl	vgl	vgl	xvg	yvg	0	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sepulcher Gloves	0	0	2	1	60	82	0	0	120	0	16	0	69	51	34964	352152	ymg	ymg			mgl	mgl	mgl	xmg	ymg	0	16	2	2	1	2	0	flpmgl	invmgl			1	1					0	0	0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Gladiator Bracers	0	0	2	1	70	94	0	0	110	0	18	0	76	57	39119	420620	ytg	ytg			mgl	mgl	tgl	xtg	ytg	0	16	2	2	1	2	0	flptgl	invxtg			1	1					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Titan Bracers	0	0	3	1	80	106	0	0	140	0	24	0	85	64	45481	498191	yhg	yhg			hgl	hgl	hgl	xhg	yhg	0	16	2	2	1	2	0	flphgl	invxgl			2	2					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Rogue Boots	0	0	1	1	44	62	0	0	40	0	12	0	60	45	28315	269938	ylb	ylb			lbt	lbt	lbt	xlb	ylb	0	16	2	2	1	2	1	flplbt	invlbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	65	100	120	120	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Viper Boots	0	0	1	1	55	75	0	0	95	0	14	0	66	49	32271	305620	yvb	yvb			vbt	vbt	vbt	xvb	yvb	0	16	2	2	1	2	1	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	60	110	120	120	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sepulcher Boots	0	0	2	1	66	88	0	0	85	0	16	0	72	54	36456	352010	ymb	ymb			mbt	mbt	mbt	xmb	ymb	0	16	2	2	1	2	1	flpmbt	invmbt						1			0	0	0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0	0	6	0	69	118	120	120	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Plated Boots	0	0	2	1	77	101	0	0	120	0	18	0	81	60	41658	420465	ytb	ytb			mbt	mbt	tbt	xtb	ytb	0	16	2	2	1	2	1	flptbt	invtbt						1			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	50	145	120	120	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Gladiator Boots	0	0	3	1	88	114	0	0	160	0	24	0	85	65	45459	497859	yhb	yhb			hbt	hbt	hbt	xhb	yhb	0	16	2	2	1	2	1	flphbt	invhbt						2			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	83	149	120	120	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Hemp Band	0	0	1	1	50	68	0	0	40	0	12	0	61	46	28842	270466	alb	alb			lbl	lbl	lbl	zlb	alb	0	16	2	1	1	2	2	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Rogue Belt	0	0	1	1	60	80	0	0	40	0	14	0	68	51	32656	300879	avb	avb			vbl	vbl	vbl	zvb	avb	0	16	2	1	1	2	2	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Merchant Belt	0	0	2	1	70	92	0	0	120	0	16	0	75	56	37134	345000	bmb	bmb			mbl	mbl	mbl	zmb	bmb	0	16	2	1	1	2	2	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Military Belt	0	0	2	1	80	104	0	0	110	0	18	0	82	62	41183	411380	atb	atb			mbl	mbl	tbl	ztb	atb	0	16	2	1	1	2	2	flptbl	invtbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Girdle	0	0	3	1	90	116	0	0	140	0	24	0	85	67	45051	493775	ahb	ahb			hbl	hbl	hbl	zhb	ahb	0	16	2	1	1	2	2	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Demon Skull	0	0	4	1	125	153	0	0	120	0	40	0	84	63	87274	598161	yh9	yh9			bhm	bhm	bhm	xh9	yh9	0	0	2	2	1	3	1	flpbhm	invxh9	invbhmu	invbhmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Demon Shield	0	0	4	1	130	158	0	0	120	20	74	0	76	57	101842	586580	ysh	ysh			bsh	bsh	bsh	xsh	ysh	0	7	2	3	1	3	2	flpbsh	invbshu	invxshu	invxshu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	24	38			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Thorned Shield	0	0	4	1	110	134	0	0	85	20	83	0	68	51	85443	413914	ypk	ypk			spk	spk	spk	xpk	ypk	0	7	2	3	1	4	2	flpspk	invspku	invxpku	invxpku							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	26	40			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Cap/hat	0	0	1	0	4	8	0	0	15	0	1	0	1	0	64	3016	cam	cap			cap	cap	cap	xap	yap	0	0	2	2	1	2	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	hireh		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xap	yap	0	0	1
Skull Cap	0	0	4	0	8	12	0	0	15	0	1	0	5	0	441	5551	rsk	skp			skp	skp	skp	xkp	ykp	0	0	2	2	1	2	1	flpskp	invskp									0	0	0	0	0	hireh		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xkp	ykp	0	0	1
Helm	0	0	4	0	12	18	0	0	26	0	1	0	11	0	1558	12284	hlw	hlm			hlm	hlm	hlm	xlm	ylm	0	0	2	2	1	2	1	flphlm	invhlm	invhlmu	invhlmu							0	0	0	0	0	hireh		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255	1	2	1	2	20					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255			5	1	0	xlm	ylm	0	0	1
Great Helm	0	0	4	0	32	46	0	0	63	0	1	0	23	0	6177	49517	ghw	ghm			ghm	hlm	ghm	xhm	yhm	0	0	2	2	1	3	1	flpghm	invghm									0	0	0	0	0	hireh		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255			1	1	0	xhm	yhm	0	0	1
Leather Armor	0	0	2	0	13	19	0	0	15	0	1	0	3	0	481	4360	les	lea			lea	lea	lea	xea	yea	0	1	2	3	1	4	2	flplea	invlea			0	0	1	0	1	1	0	0	0	0	0	htor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xea	yea	0	0	1
Studded Leather 	0	0	4	0	29	39	0	0	27	0	1	0	8	0	2385	11270	stm	stu			stu	stu	stu	xtu	ytu	0	1	2	3	1	4	2	flpstu	invstu			1	0	0	1	1	1	0	0	0	0	0	htor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255			5	8	0	xtu	ytu	0	0	1
Gothic Plate	0	0	4	0	208	238	0	5	70	0	1	0	32	0	34646	295668	gtq	gth			gth	gth	gth	xth	yth	0	1	2	3	1	5	2	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	htor		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255			1	1	0	xth	yth	0	0	1
